First Flight ID,Second Flight ID,Passengers
6923896,6965645,1
6923940,6965645,1
6923981,6965645,1
6931138,6965645,2
6931583,6965645,1
6945209,6965645,1
6946530,6965645,1
6948834,6965645,2
6950157,6965645,1
6953322,6965645,1
6955740,6965645,1
6958267,6965645,1
6959601,6965645,3
6961748,6965645,1
6963063,6965645,1
7205681,6965645,1
6849171,6965676,1
6849652,6965676,2
6922294,6965676,1
6923327,6965676,2
6923343,6965676,1
6923362,6965676,5
6923375,6965676,2
6923393,6965676,1
6923823,6965676,3
6923865,6965676,2
6923970,6965676,1
6932064,6965676,3
6935705,6965676,1
6938485,6965676,1
6942253,6965676,1
6942548,6965676,1
6951834,6965676,2
6955539,6965676,2
6958889,6965676,3
6958926,6965676,1
6961393,6965676,1
6963489,6965676,1
6964229,6965676,1
7009350,6965705,2
6849194,6965712,1
6849908,6965712,7
6849909,6965712,3
6849926,6965712,1
6923297,6965712,7
6923380,6965712,5
6923396,6965712,2
6923401,6965712,1
6923433,6965712,2
6923434,6965712,4
6923439,6965712,3
6923477,6965712,6
6923504,6965712,1
6923515,6965712,1
6923531,6965712,1
6923543,6965712,1
6923737,6965712,6
6923904,6965712,1
6923929,6965712,1
6923943,6965712,1
6923974,6965712,1
6930871,6965712,1
6935340,6965712,2
6935851,6965712,1
6937041,6965712,5
6942708,6965712,2
6942862,6965712,3
6945240,6965712,1
6945431,6965712,1
6948211,6965712,1
6948916,6965712,1
6949009,6965712,1
6949445,6965712,2
6950647,6965712,4
6955832,6965712,2
6958777,6965712,2
6959089,6965712,2
6960123,6965712,5
6963124,6965712,1
6963553,6965712,1
6965171,6965712,1
7131824,6965712,1
6849411,6965735,2
6849867,6965735,1
6923289,6965735,2
6923317,6965735,1
6923329,6965735,4
6923331,6965735,1
6923336,6965735,7
6923342,6965735,3
6923345,6965735,7
6923347,6965735,1
6923370,6965735,3
6923406,6965735,12
6923625,6965735,1
6923809,6965735,1
6923818,6965735,2
6923843,6965735,2
6923857,6965735,1
6923861,6965735,2
6934520,6965735,7
6935526,6965735,1
6935961,6965735,2
6937538,6965735,2
6937749,6965735,2
6937780,6965735,1
6939699,6965735,3
6939846,6965735,2
6940717,6965735,2
6942131,6965735,1
6943372,6965735,2
6944137,6965735,5
6951316,6965735,2
6952276,6965735,1
6956654,6965735,1
6957712,6965735,1
6958916,6965735,2
6960583,6965735,2
6962301,6965735,2
6964043,6965735,1
6964378,6965735,2
6923358,6965767,1
6923360,6965767,1
6923365,6965767,1
6923378,6965767,1
6923387,6965767,1
6923421,6965767,1
6923681,6965767,1
6923779,6965767,1
6923815,6965767,1
6923841,6965767,1
6933187,6965767,2
6933833,6965767,3
6938544,6965767,2
6939939,6965767,2
6943578,6965767,1
6958903,6965767,2
6959157,6965767,1
6961195,6965767,1
6962949,6965767,2
6964495,6965767,1
6965920,6965767,3
6923596,6965798,2
6849149,6965858,1
6849169,6965858,1
6849227,6965858,2
6849635,6965858,2
6923551,6965858,2
6923586,6965858,1
6923618,6965858,1
6923896,6965858,1
6923918,6965858,1
6923927,6965858,2
6928948,6965858,1
6932905,6965858,4
6936397,6965858,2
6937594,6965858,2
6945209,6965858,4
6947696,6965858,1
6948485,6965858,3
6949878,6965858,1
6950743,6965858,1
6952224,6965858,2
6953636,6965858,1
6953791,6965858,1
6954320,6965858,1
6954541,6965858,2
6954754,6965858,1
6956114,6965858,3
6956440,6965858,2
6962215,6965858,2
7206722,6965858,1
6849320,6965889,1
6849383,6965889,1
6849431,6965889,2
6923337,6965889,1
6923358,6965889,2
6923360,6965889,3
6923378,6965889,2
6923421,6965889,7
6923500,6965889,3
6923815,6965889,1
6933187,6965889,3
6933833,6965889,1
6938544,6965889,3
6939939,6965889,4
6946789,6965889,3
6951468,6965889,2
6954124,6965889,1
6959157,6965889,4
6961195,6965889,8
6962949,6965889,4
6964495,6965889,7
6965920,6965889,4
7065902,6965889,1
7066055,6965889,1
7066133,6965889,1
7269526,6965889,1
6849152,6965951,1
6849381,6965951,1
6923284,6965951,5
6923288,6965951,2
6923293,6965951,1
6923458,6965951,1
6923558,6965951,3
6923644,6965951,3
6923731,6965951,3
6923806,6965951,7
6923867,6965951,1
6923880,6965951,3
6931348,6965951,2
6931675,6965951,2
6935076,6965951,8
6937990,6965951,8
6939059,6965951,1
6940353,6965951,1
6940627,6965951,1
6942548,6965951,1
6944196,6965951,2
6947160,6965951,9
6947344,6965951,2
6950852,6965951,7
6956807,6965951,4
6958491,6965951,3
6962153,6965951,1
6965293,6965951,1
6966717,6965951,2
7065962,6965951,1
6923048,6965982,1
6923086,6965982,2
6923089,6965982,1
6923119,6965982,2
6923140,6965982,1
6923692,6965982,5
6928025,6965982,1
6928432,6965982,1
6929040,6965982,2
6929373,6965982,4
6929737,6965982,10
6933034,6965982,1
6936852,6965982,1
6941547,6965982,1
6942796,6965982,2
6945733,6965982,1
6951988,6965982,1
7303469,6965982,1
6849162,6966011,1
6849411,6966011,2
6923288,6966011,1
6923289,6966011,6
6923329,6966011,2
6923342,6966011,2
6923345,6966011,4
6923388,6966011,3
6923394,6966011,2
6923406,6966011,1
6923496,6966011,2
6923625,6966011,3
6923786,6966011,2
6923809,6966011,4
6923818,6966011,2
6923857,6966011,1
6923875,6966011,2
6930330,6966011,1
6930544,6966011,2
6931614,6966011,1
6932002,6966011,4
6932188,6966011,3
6933355,6966011,2
6934806,6966011,2
6935076,6966011,1
6935526,6966011,1
6937749,6966011,2
6939313,6966011,1
6939699,6966011,3
6939846,6966011,3
6940717,6966011,7
6942131,6966011,7
6943372,6966011,2
6944137,6966011,12
6947160,6966011,1
6951316,6966011,3
6956654,6966011,10
6957712,6966011,2
6959781,6966011,4
6960583,6966011,10
6962799,6966011,2
6964043,6966011,1
6964378,6966011,1
6965705,6966011,1
6966041,6966011,2
6966545,6966011,5
6966717,6966011,1
7009277,6966011,4
7066104,6966011,2
6849155,6966068,1
6849319,6966068,2
6849366,6966068,3
6849381,6966068,2
6849428,6966068,3
6923284,6966068,1
6923313,6966068,1
6923326,6966068,1
6923355,6966068,2
6923880,6966068,1
6930575,6966068,1
6935107,6966068,7
6936370,6966068,3
6936635,6966068,2
6939788,6966068,1
6940988,6966068,4
6942283,6966068,2
6943196,6966068,6
6946309,6966068,3
6947314,6966068,1
6951437,6966068,11
6951588,6966068,3
6953091,6966068,4
6956807,6966068,2
6958460,6966068,3
6958617,6966068,1
6964721,6966068,2
6966099,6966068,1
6969728,6966068,4
6966278,6966099,1
6985009,6966099,1
7009880,6966099,1
6849369,6966130,1
6849410,6966130,1
6923365,6966130,4
6923397,6966130,2
6923493,6966130,3
6923512,6966130,1
6923516,6966130,2
6923577,6966130,1
6923654,6966130,1
6923779,6966130,1
6923832,6966130,2
6923847,6966130,2
6930664,6966130,1
6934098,6966130,1
6940415,6966130,7
6941224,6966130,2
6943578,6966130,1
6944246,6966130,1
6946950,6966130,5
6954847,6966130,4
6955222,6966130,4
6963584,6966130,4
6963738,6966130,5
6964609,6966130,3
6964900,6966130,2
7066021,6966130,1
7269526,6966130,1
6849212,6966192,2
6849463,6966192,1
6849632,6966192,1
6849642,6966192,1
6849758,6966192,1
6849932,6966192,2
6937390,6966192,1
6961288,6966192,3
6968111,6966192,2
6969510,6966192,1
6849149,6966278,1
6849217,6966278,2
6849635,6966278,3
6849883,6966278,1
6849910,6966278,1
6849912,6966278,1
6923551,6966278,1
6923571,6966278,1
6923578,6966278,1
6923927,6966278,3
6923948,6966278,1
6930813,6966278,1
6931737,6966278,2
6932905,6966278,1
6935674,6966278,1
6936339,6966278,1
6937594,6966278,1
6940211,6966278,1
6941456,6966278,1
6944949,6966278,1
6945209,6966278,1
6946592,6966278,1
6948485,6966278,1
6949622,6966278,1
6949878,6966278,1
6952224,6966278,1
6954877,6966278,1
6956053,6966278,1
6958866,6966278,1
6962215,6966278,1
7009838,6966278,1
7129865,6966278,1
7135031,6966278,1
7223154,6966278,1
6923001,6966340,1
6984547,6966402,1
6984777,6966402,1
6922899,6966460,2
6923072,6966460,4
6923209,6966460,2
6923765,6966460,3
6965889,6966491,2
6969231,6966491,4
6984570,6966491,1
7303061,6966491,1
6966872,6966516,2
6985006,6966516,2
6849153,6966576,2
6849310,6966576,4
6849428,6966576,1
6849654,6966576,1
6923302,6966576,1
6923317,6966576,3
6923326,6966576,2
6923347,6966576,2
6923354,6966576,1
6923355,6966576,2
6923409,6966576,2
6923782,6966576,2
6923786,6966576,1
6923800,6966576,2
6923851,6966576,2
6930330,6966576,1
6930575,6966576,9
6932188,6966576,2
6936370,6966576,1
6936635,6966576,2
6937780,6966576,6
6938133,6966576,5
6939788,6966576,1
6940988,6966576,2
6942283,6966576,7
6943196,6966576,5
6943757,6966576,1
6946309,6966576,3
6951437,6966576,5
6951588,6966576,3
6953091,6966576,2
6958460,6966576,6
6961633,6966576,3
6963973,6966576,3
6964721,6966576,16
6966099,6966576,4
6966603,6966576,1
6969728,6966576,1
7066033,6966576,1
6923245,6966603,1
6923247,6966603,2
6969349,6966603,2
6985000,6966603,1
6923293,6966628,5
6923352,6966628,1
6923385,6966628,1
6923644,6966628,1
6923784,6966628,1
6923788,6966628,1
6923867,6966628,5
6923880,6966628,1
6931348,6966628,3
6931675,6966628,6
6935076,6966628,7
6944602,6966628,1
6946661,6966628,7
6947344,6966628,3
6951649,6966628,5
6952193,6966628,1
6954355,6966628,1
6958491,6966628,2
6962153,6966628,4
6962510,6966628,1
6966717,6966628,8
6849153,6966655,1
6849319,6966655,1
6849366,6966655,1
6849428,6966655,1
6849654,6966655,1
6923302,6966655,2
6923317,6966655,3
6923326,6966655,1
6923334,6966655,1
6923355,6966655,1
6923409,6966655,1
6923661,6966655,1
6923782,6966655,2
6923800,6966655,2
6923806,6966655,1
6923851,6966655,1
6923854,6966655,1
6923864,6966655,1
6930575,6966655,7
6932188,6966655,1
6935107,6966655,3
6936370,6966655,1
6936635,6966655,3
6938133,6966655,5
6939788,6966655,7
6940988,6966655,6
6942283,6966655,4
6943196,6966655,9
6943757,6966655,6
6946309,6966655,3
6951437,6966655,10
6951588,6966655,5
6953091,6966655,4
6958460,6966655,6
6961633,6966655,3
6963973,6966655,3
6964721,6966655,5
6966099,6966655,1
6969728,6966655,2
6849319,6966686,3
6849409,6966686,2
6849654,6966686,1
6923284,6966686,2
6923288,6966686,1
6923293,6966686,1
6923355,6966686,4
6923558,6966686,1
6923644,6966686,5
6923661,6966686,1
6923731,6966686,1
6923806,6966686,1
6923820,6966686,1
6923867,6966686,1
6930330,6966686,4
6931675,6966686,1
6935076,6966686,1
6940627,6966686,1
6944196,6966686,2
6947160,6966686,7
6947344,6966686,1
6950852,6966686,3
6951649,6966686,1
6956807,6966686,4
6962153,6966686,3
6966717,6966686,8
7009758,6966717,2
6922887,6966748,1
6923040,6966748,2
6923044,6966748,3
6923054,6966748,3
6923755,6966748,1
6923972,6966748,1
6928745,6966748,5
6929191,6966748,3
6929489,6966748,2
6930069,6966748,18
6948561,6966748,3
6950913,6966748,3
6951407,6966748,2
6954258,6966748,1
6955001,6966748,2
6957381,6966748,11
6849269,6966779,1
6849633,6966779,2
6849658,6966779,2
6849871,6966779,1
6849886,6966779,2
6933656,6966779,2
6942831,6966779,1
6956500,6966779,4
6969759,6966779,3
6849934,6966810,3
6965858,6966810,8
6966779,6966810,9
6985026,6966810,1
7009736,6966810,2
7269606,6966810,2
7290114,6966810,1
6849148,6966872,2
6849192,6966872,4
6849215,6966872,1
6849220,6966872,1
6849911,6966872,5
6849947,6966872,2
6923278,6966872,2
6923453,6966872,1
6923487,6966872,4
6923538,6966872,1
6923546,6966872,2
6923565,6966872,2
6923574,6966872,1
6923885,6966872,1
6923905,6966872,3
6923946,6966872,2
6934959,6966872,1
6941369,6966872,1
6942985,6966872,1
6943140,6966872,1
6943430,6966872,2
6944055,6966872,1
6945040,6966872,1
6948713,6966872,1
6952829,6966872,1
6958267,6966872,1
6963401,6966872,1
6965576,6966872,2
6968203,6966872,1
6923777,6966903,5
6967204,6966903,2
7269619,6966903,1
6849167,6966934,1
6849170,6966934,2
6849182,6966934,1
6849293,6966934,2
6849321,6966934,6
6849567,6966934,1
6849645,6966934,7
6923296,6966934,2
6923298,6966934,1
6923436,6966934,2
6923451,6966934,1
6923487,6966934,1
6923587,6966934,1
6923803,6966934,2
6940149,6966934,2
6940779,6966934,1
6941632,6966934,3
6943819,6966934,1
6944277,6966934,3
6945040,6966934,1
6945121,6966934,1
6945240,6966934,1
6948047,6966934,1
6950275,6966934,2
6952537,6966934,2
6961572,6966934,7
6963036,6966934,1
7203399,6966934,1
7208281,6966934,1
6849372,6966965,3
6849621,6966965,1
6923427,6966965,1
6923498,6966965,1
6923924,6966965,1
6936160,6966965,2
6941132,6966965,1
6945534,6966965,1
6946592,6966965,3
6948516,6966965,2
6950974,6966965,1
6953636,6966965,1
6954066,6966965,1
6960995,6966965,2
7234566,6966965,1
6849178,6966994,1
6849194,6966994,4
6849213,6966994,1
6849321,6966994,2
6849406,6966994,3
6849422,6966994,2
6849620,6966994,3
6849650,6966994,1
6849884,6966994,1
6849909,6966994,2
6849926,6966994,3
6923396,6966994,2
6923423,6966994,3
6923439,6966994,1
6923509,6966994,2
6923515,6966994,2
6923531,6966994,1
6923554,6966994,1
6923904,6966994,1
6923928,6966994,1
6923974,6966994,4
6934174,6966994,6
6937041,6966994,2
6942192,6966994,3
6944721,6966994,5
6945295,6966994,1
6945370,6966994,4
6945678,6966994,1
6946002,6966994,1
6948590,6966994,1
6948772,6966994,2
6949009,6966994,1
6954697,6966994,3
6958021,6966994,1
6958174,6966994,1
6959902,6966994,1
6960319,6966994,11
6961480,6966994,3
6962860,6966994,3
6963124,6966994,1
6963553,6966994,1
6968697,6966994,1
6969909,6966994,1
7128389,6966994,1
7129577,6966994,1
6849379,6967025,1
6849603,6967025,9
6849624,6967025,1
6849632,6967025,3
6849642,6967025,2
6849758,6967025,3
6849851,6967025,2
6849932,6967025,8
6935221,6967025,2
6937390,6967025,2
6938575,6967025,1
6954665,6967025,1
6956623,6967025,1
6957055,6967025,2
6957867,6967025,1
6957990,6967025,3
6961288,6967025,6
6922985,6967086,2
6964105,6967117,4
6966192,6967117,6
6966628,6967117,1
6966686,6967117,2
6969287,6967117,9
6984602,6967117,1
6984805,6967117,2
7159879,6967117,1
7287499,6967117,1
6923131,6967148,1
6923176,6967148,3
6923638,6967148,1
6923662,6967148,1
6931045,6967148,4
6954603,6967148,5
6955395,6967148,1
7009414,6967148,1
6922914,6967204,4
6923056,6967204,1
6923133,6967204,2
6923180,6967204,2
6923264,6967204,2
6923599,6967204,1
6923628,6967204,1
6923672,6967204,4
6923674,6967204,2
6929675,6967204,1
6931107,6967204,1
6932126,6967204,1
6942400,6967204,2
6955925,6967204,1
7207470,6967265,1
6964105,6967292,9
6966192,6967292,8
6966628,6967292,1
6966686,6967292,2
6967565,6967292,5
6968234,6967292,1
6968294,6967292,16
6984805,6967292,1
6985029,6967292,1
7287499,6967292,1
6965889,6967323,1
6966340,6967323,2
6966460,6967323,8
6968325,6967323,1
6969231,6967323,1
7290110,6967323,1
6922956,6967353,2
6923086,6967353,2
6923089,6967353,3
6923114,6967353,1
6923151,6967353,2
6923449,6967353,2
6923665,6967353,2
6923692,6967353,5
6928432,6967353,4
6929040,6967353,1
6929373,6967353,1
6929737,6967353,3
6931168,6967353,1
6933416,6967353,1
6936852,6967353,3
6941547,6967353,2
6942796,6967353,8
6955658,6967353,1
6849321,6967384,1
6849909,6967384,3
6923285,6967384,1
6923454,6967384,1
6923705,6967384,1
6923923,6967384,1
6930633,6967384,2
6935934,6967384,1
6941632,6967384,1
6942192,6967384,2
6945240,6967384,3
6948104,6967384,1
6948590,6967384,2
6948772,6967384,2
6948803,6967384,1
6949302,6967384,1
6952537,6967384,1
6953122,6967384,1
6957743,6967384,1
6958021,6967384,2
6958742,6967384,1
6959062,6967384,1
6968753,6967384,2
7223432,6967384,1
6849197,6967410,2
6849203,6967410,1
6849603,6967410,1
6849932,6967410,1
6937390,6967410,1
6937478,6967410,2
6938454,6967410,3
6951190,6967410,5
6954665,6967410,1
6849219,6967441,1
6849372,6967441,1
6923382,6967441,2
6923445,6967441,1
6923448,6967441,2
6923478,6967441,1
6923485,6967441,1
6923912,6967441,2
6923949,6967441,2
6930726,6967441,1
6934676,6967441,3
6936045,6967441,2
6947400,6967441,1
6949652,6967441,1
6949817,6967441,3
7123145,6967441,1
6984768,6967503,1
6985005,6967503,1
6985008,6967503,1
6922912,6967565,2
6922942,6967565,1
6923124,6967565,1
6923137,6967565,2
6923184,6967565,1
6923259,6967565,2
6923599,6967565,4
6923642,6967565,2
6923669,6967565,1
6931107,6967565,4
6934266,6967565,1
6923243,6967596,2
6966340,6967596,2
6966460,6967596,3
6969095,6967596,3
6849169,6967684,1
6849912,6967684,1
6923340,6967684,2
6923404,6967684,1
6923427,6967684,1
6923906,6967684,1
6928948,6967684,1
6931199,6967684,2
6936339,6967684,1
6936510,6967684,2
6946530,6967684,1
6948516,6967684,1
6949622,6967684,1
6949652,6967684,1
6954320,6967684,1
6954541,6967684,1
6954877,6967684,3
6849171,6967715,1
6923323,6967715,2
6923327,6967715,2
6923352,6967715,4
6923362,6967715,1
6923375,6967715,1
6923377,6967715,1
6923736,6967715,1
6923865,6967715,1
6932064,6967715,2
6935705,6967715,2
6936282,6967715,2
6942253,6967715,1
6942548,6967715,2
6944602,6967715,4
6946661,6967715,6
6946717,6967715,1
6947011,6967715,6
6947314,6967715,1
6952193,6967715,2
6960763,6967715,3
6962510,6967715,5
6967472,6967715,1
7218274,6967715,1
6849230,6967746,1
6849415,6967746,3
6849635,6967746,1
6849906,6967746,2
6923400,6967746,2
6923468,6967746,1
6923540,6967746,1
6923560,6967746,2
6923567,6967746,1
6923571,6967746,1
6923739,6967746,1
6923978,6967746,1
6931138,6967746,2
6934959,6967746,2
6938637,6967746,2
6942954,6967746,1
6943140,6967746,1
6946370,6967746,1
6956838,6967746,2
6957805,6967746,1
6958853,6967746,2
6961748,6967746,1
6963063,6967746,1
6967653,6967746,2
6849148,6967777,1
6849240,6967777,1
6849646,6967777,2
6849911,6967777,1
6923278,6967777,1
6923279,6967777,1
6923453,6967777,4
6923482,6967777,4
6923564,6967777,3
6923565,6967777,1
6923574,6967777,1
6923905,6967777,1
6923946,6967777,1
6928653,6967777,2
6930695,6967777,2
6931645,6967777,1
6932332,6967777,1
6934499,6967777,2
6934868,6967777,1
6939403,6967777,1
6943819,6967777,3
6946033,6967777,1
6948713,6967777,1
6949129,6967777,1
6953322,6967777,1
6958710,6967777,12
6961341,6967777,5
6923243,6967839,1
6923245,6967839,2
6966460,6967839,1
6969095,6967839,1
7028557,6967839,1
6849167,6967870,1
6849170,6967870,1
6849218,6967870,1
6849909,6967870,3
6923372,6967870,1
6923439,6967870,2
6923454,6967870,2
6923720,6967870,1
6930633,6967870,1
6935934,6967870,1
6944721,6967870,3
6945152,6967870,1
6949416,6967870,1
6950440,6967870,1
6955094,6967870,2
6958021,6967870,1
6958815,6967870,1
6959062,6967870,1
6967839,6967870,2
7220966,6967870,1
6849907,6967930,1
6923382,6967930,1
6934676,6967930,2
6961542,6967930,1
6922897,6967992,1
6922934,6967992,1
6923128,6967992,2
6923171,6967992,2
6923595,6967992,1
6931045,6967992,1
6942369,6967992,4
6951710,6967992,1
7009846,6967992,1
6849156,6968018,4
6849157,6968018,1
6849407,6968018,1
6849653,6968018,2
6923315,6968018,6
6923323,6968018,2
6923339,6968018,1
6923362,6968018,1
6923831,6968018,1
6923837,6968018,2
6932064,6968018,7
6934405,6968018,1
6935464,6968018,1
6935705,6968018,1
6936282,6968018,1
6938164,6968018,1
6940025,6968018,1
6941896,6968018,3
6942253,6968018,4
6942548,6968018,2
6944602,6968018,2
6946717,6968018,1
6948330,6968018,1
6951834,6968018,1
6952193,6968018,4
6957133,6968018,3
6959027,6968018,1
6960763,6968018,5
6962510,6968018,3
6963489,6968018,1
6964229,6968018,2
6967472,6968018,7
6964579,6968049,1
6849320,6968080,1
6849367,6968080,1
6849431,6968080,1
6923309,6968080,2
6923337,6968080,1
6923358,6968080,3
6923360,6968080,3
6923378,6968080,1
6923421,6968080,2
6923461,6968080,3
6923492,6968080,1
6923500,6968080,2
6933187,6968080,4
6933833,6968080,5
6938544,6968080,6
6939939,6968080,8
6946789,6968080,2
6951468,6968080,9
6954124,6968080,2
6959157,6968080,4
6961195,6968080,6
6962949,6968080,6
6964495,6968080,1
6965920,6968080,2
7065902,6968080,1
7066004,6968080,1
7066111,6968080,1
7245815,6968111,1
6849151,6968172,1
6849369,6968172,1
6923367,6968172,4
6923516,6968172,1
6923577,6968172,1
6923580,6968172,1
6923654,6968172,1
6928933,6968172,3
6933833,6968172,1
6935464,6968172,1
6940415,6968172,1
6941224,6968172,3
6944246,6968172,3
6946789,6968172,1
6946950,6968172,1
6954182,6968172,1
6954847,6968172,3
6955222,6968172,5
6961257,6968172,2
6963584,6968172,1
6963738,6968172,2
6964900,6968172,2
6849148,6968234,2
6849192,6968234,1
6849220,6968234,4
6849240,6968234,4
6849415,6968234,1
6849555,6968234,1
6849565,6968234,3
6849651,6968234,1
6849911,6968234,1
6849947,6968234,2
6923278,6968234,3
6923538,6968234,3
6923540,6968234,1
6923739,6968234,1
6923885,6968234,2
6923946,6968234,1
6941369,6968234,3
6942985,6968234,3
6944055,6968234,1
6945040,6968234,1
6947831,6968234,3
6947893,6968234,4
6950050,6968234,2
6952829,6968234,2
6958267,6968234,1
6963401,6968234,2
6965576,6968234,1
7307677,6968234,1
6849163,6968264,1
6849419,6968264,1
6849631,6968264,2
6849643,6968264,1
6931230,6968264,3
6922893,6968294,1
6923078,6968294,1
6923101,6968294,1
6923107,6968294,1
6923148,6968294,6
6929675,6968294,6
6931107,6968294,1
6955925,6968294,3
6849907,6968325,1
6923382,6968325,1
6934676,6968325,4
6964524,6968385,16
6969122,6968385,2
6984546,6968385,1
6984736,6968385,1
6984737,6968385,1
6984774,6968385,1
6985001,6968385,2
6985002,6968385,1
6849196,6968415,1
6935824,6968415,1
6937723,6968415,2
6963645,6968415,1
6931230,6968477,2
6849181,6968534,1
6849604,6968534,5
6849631,6968534,3
6849643,6968534,1
6931230,6968534,1
6957102,6968534,2
6849907,6968565,1
6923382,6968565,3
6934676,6968565,9
6849198,6968596,1
6849605,6968596,6
6849633,6968596,4
6849886,6968596,5
6849933,6968596,1
6933656,6968596,1
6942831,6968596,1
6956500,6968596,2
6963645,6968596,2
6849640,6968626,1
6923164,6968626,1
6964524,6968626,7
6969122,6968626,1
6984736,6968626,1
6984880,6968626,1
6985059,6968626,1
6923285,6968657,1
6923296,6968657,1
6923451,6968657,1
6923923,6968657,2
6943819,6968657,1
6944277,6968657,2
6945121,6968657,1
6948590,6968657,2
6948947,6968657,1
6950217,6968657,1
6950275,6968657,1
6952537,6968657,1
6953122,6968657,2
6954785,6968657,1
6956689,6968657,5
6957682,6968657,3
6957743,6968657,1
6958174,6968657,2
6958710,6968657,2
6961572,6968657,1
6967596,6968657,2
7203399,6968657,1
6923157,6968688,2
6984892,6968688,1
6849213,6968694,1
6849218,6968694,1
6849620,6968694,1
6849634,6968694,1
6849650,6968694,3
6849854,6968694,1
6849908,6968694,3
6849909,6968694,2
6923297,6968694,1
6923433,6968694,3
6923504,6968694,1
6923515,6968694,4
6923904,6968694,2
6934174,6968694,1
6937041,6968694,11
6944277,6968694,1
6944721,6968694,3
6945295,6968694,1
6945370,6968694,1
6945431,6968694,4
6947283,6968694,1
6948160,6968694,1
6948211,6968694,4
6949009,6968694,1
6949445,6968694,4
6950525,6968694,2
6959902,6968694,1
6963553,6968694,3
6968697,6968694,1
6969909,6968694,1
7122107,6968694,1
6824147,6968753,1
6923766,6968753,6
6965545,6968753,1
6984549,6968753,2
6849199,6968784,2
6849205,6968784,1
6849378,6968784,1
6849626,6968784,1
6849644,6968784,4
6849864,6968784,6
6872901,6968784,1
6928040,6968784,1
6934779,6968784,1
6935557,6968784,2
6943788,6968784,3
6948293,6968784,1
6955160,6968784,12
6955601,6968784,3
6955894,6968784,1
6957412,6968784,1
6958561,6968784,4
6968815,6968784,1
6923245,6968815,1
6966340,6968815,1
6967148,6968815,4
6969095,6968815,2
6984732,6968815,1
6984733,6968815,1
6849604,6968844,1
6849643,6968844,1
6849852,6968844,1
6849198,6968906,1
6849380,6968906,1
6849633,6968906,3
6849871,6968906,2
6849886,6968906,3
6849933,6968906,3
6933656,6968906,1
6942831,6968906,1
6951864,6968906,3
6956500,6968906,1
6963645,6968906,2
6922938,6968937,1
6923022,6968937,1
6923031,6968937,1
6923205,6968937,2
6923240,6968937,1
6923758,6968937,1
6923776,6968937,2
6930131,6968937,3
6933893,6968937,1
6937155,6968937,1
6951097,6968937,1
6954479,6968937,4
6849193,6968968,1
6849216,6968968,1
6849621,6968968,1
6849873,6968968,1
6849897,6968968,1
6849912,6968968,3
6923569,6968968,1
6923890,6968968,1
6923906,6968968,1
6923912,6968968,1
6928948,6968968,1
6930813,6968968,2
6931737,6968968,6
6935313,6968968,1
6936160,6968968,2
6936339,6968968,2
6936397,6968968,1
6936510,6968968,1
6939591,6968968,1
6940211,6968968,2
6941132,6968968,1
6941456,6968968,4
6941979,6968968,1
6944663,6968968,2
6945534,6968968,2
6946592,6968968,5
6947560,6968968,4
6948392,6968968,1
6949622,6968968,2
6949652,6968968,1
6953636,6968968,1
6954320,6968968,3
6954754,6968968,2
6954877,6968968,1
6960995,6968968,3
6849239,6969030,1
6849603,6969030,5
6849632,6969030,5
6849642,6969030,2
6849758,6969030,1
6849932,6969030,7
6934577,6969030,1
6935824,6969030,2
6953482,6969030,1
6954665,6969030,1
6956623,6969030,2
6956869,6969030,3
6956931,6969030,1
6957055,6969030,2
6957867,6969030,1
6957990,6969030,2
6961288,6969030,2
6968688,6969030,1
6922935,6969095,1
6922963,6969095,1
6923117,6969095,1
6923142,6969095,1
6923268,6969095,1
6923431,6969095,3
6923663,6969095,5
6951066,6969095,1
6955395,6969095,3
6923085,6969122,1
6923104,6969122,1
6923116,6969122,4
6923647,6969122,2
6923672,6969122,4
6923674,6969122,1
6942400,6969122,2
6849162,6969153,1
6849318,6969153,2
6849411,6969153,1
6923289,6969153,6
6923329,6969153,3
6923342,6969153,1
6923345,6969153,2
6923394,6969153,1
6923406,6969153,3
6923496,6969153,2
6923625,6969153,2
6923786,6969153,1
6923798,6969153,1
6923809,6969153,3
6923843,6969153,1
6923861,6969153,3
6927782,6969153,2
6932002,6969153,3
6935526,6969153,1
6937749,6969153,6
6939699,6969153,2
6939846,6969153,3
6940717,6969153,1
6942131,6969153,5
6943372,6969153,1
6944137,6969153,3
6951316,6969153,2
6956654,6969153,3
6957712,6969153,2
6959781,6969153,1
6960583,6969153,1
6962301,6969153,4
6962799,6969153,3
6964043,6969153,4
6964378,6969153,2
6965705,6969153,5
6966041,6969153,1
7009277,6969153,2
7009826,6969153,1
6849165,6969231,3
6849177,6969231,2
6849214,6969231,1
6849219,6969231,2
6849372,6969231,1
6849621,6969231,3
6849873,6969231,1
6849907,6969231,1
6923478,6969231,2
6923485,6969231,3
6923510,6969231,1
6923912,6969231,2
6923939,6969231,1
6930726,6969231,1
6934676,6969231,1
6936045,6969231,6
6936160,6969231,3
6938102,6969231,4
6939591,6969231,2
6942455,6969231,3
6947400,6969231,3
6949652,6969231,2
6952595,6969231,3
6954066,6969231,1
6961542,6969231,1
6923167,6969256,5
6923262,6969256,2
6967565,6969256,3
6969287,6969256,7
6922910,6969287,1
6922965,6969287,1
6923028,6969287,6
6923220,6969287,1
6923952,6969287,1
6946279,6969287,1
6957474,6969287,17
6964167,6969318,1
6968968,6969318,2
6969231,6969318,1
6984636,6969318,1
6984733,6969318,1
