Flight ID,Carrier,Origin,Destination,Local Departure Time,Normalized Departure Time [min],Local Arrival Time,Normalized Arrival Time [min],Flight Cancelled?,Number of Seats
6923954,OO,SJC,LAX,29-JUL-07 08.33.00.000000000 PM AMERICA/LOS_ANGELES,1388,29-JUL-07 10.20.00.000000000 PM AMERICA/LOS_ANGELES,1495,0,30
6922618,OO,SLC,LWS,29-JUL-07 09.31.00.000000000 PM AMERICA/DENVER,1386,29-JUL-07 10.02.00.000000000 PM AMERICA/LOS_ANGELES,1477,0,50
6923266,OO,SFO,RDM,29-JUL-07 02.55.00.000000000 PM AMERICA/LOS_ANGELES,1050,29-JUL-07 04.55.00.000000000 PM AMERICA/LOS_ANGELES,1170,0,30
6923974,OO,TVC,ORD,29-JUL-07 06.45.00.000000000 PM AMERICA/NEW_YORK,1100,29-JUL-07 06.58.00.000000000 PM AMERICA/CHICAGO,1173,0,70
6923983,OO,SAT,ORD,29-JUL-07 08.44.00.000000000 AM AMERICA/CHICAGO,559,29-JUL-07 11.25.00.000000000 AM AMERICA/CHICAGO,720,0,70
6922673,OO,BFL,SLC,29-JUL-07 06.15.00.000000000 AM AMERICA/LOS_ANGELES,530,29-JUL-07 09.04.00.000000000 AM AMERICA/DENVER,639,0,50
7088651,FL,LAX,ATL,29-JUL-07 01.20.00.000000000 PM AMERICA/LOS_ANGELES,955,29-JUL-07 08.34.00.000000000 PM AMERICA/NEW_YORK,1209,0,137
7088659,FL,LGA,ATL,29-JUL-07 01.17.00.000000000 PM AMERICA/NEW_YORK,772,29-JUL-07 03.46.00.000000000 PM AMERICA/NEW_YORK,921,1,137
7088686,FL,MCO,ATL,29-JUL-07 04.49.00.000000000 PM AMERICA/NEW_YORK,984,29-JUL-07 06.19.00.000000000 PM AMERICA/NEW_YORK,1074,0,117
7088692,FL,MCO,BOS,29-JUL-07 04.20.00.000000000 PM AMERICA/NEW_YORK,955,29-JUL-07 07.15.00.000000000 PM AMERICA/NEW_YORK,1130,0,117
7088720,FL,MCO,MKE,29-JUL-07 07.20.00.000000000 PM AMERICA/NEW_YORK,1135,29-JUL-07 09.05.00.000000000 PM AMERICA/CHICAGO,1300,0,117
7173763,NW,FNT,DTW,29-JUL-07 01.34.00.000000000 PM AMERICA/NEW_YORK,789,29-JUL-07 02.16.00.000000000 PM AMERICA/NEW_YORK,831,0,124
6969410,UA,ONT,DEN,29-JUL-07 11.19.00.000000000 AM AMERICA/LOS_ANGELES,834,29-JUL-07 02.30.00.000000000 PM AMERICA/DENVER,965,0,148
7040809,EV,ATL,ILM,29-JUL-07 10.54.00.000000000 AM AMERICA/NEW_YORK,629,29-JUL-07 12.21.00.000000000 PM AMERICA/NEW_YORK,716,0,50
7124445,MQ,MIA,IND,29-JUL-07 12.00.00.000000000 PM AMERICA/NEW_YORK,695,29-JUL-07 02.45.00.000000000 PM AMERICA/NEW_YORK,860,0,44
7222509,AA,DEN,DFW,29-JUL-07 05.20.00.000000000 PM AMERICA/DENVER,1135,29-JUL-07 08.15.00.000000000 PM AMERICA/CHICAGO,1250,0,140
7212949,AA,SNA,STL,29-JUL-07 09.40.00.000000000 AM AMERICA/LOS_ANGELES,735,29-JUL-07 03.10.00.000000000 PM AMERICA/CHICAGO,945,0,140
7009311,US,CLT,JAX,29-JUL-07 08.25.00.000000000 PM AMERICA/NEW_YORK,1200,29-JUL-07 09.45.00.000000000 PM AMERICA/NEW_YORK,1280,0,144
7009483,US,DCA,PBI,29-JUL-07 03.04.00.000000000 PM AMERICA/NEW_YORK,879,29-JUL-07 05.24.00.000000000 PM AMERICA/NEW_YORK,1019,1,100
7088463,FL,BWI,BOS,29-JUL-07 08.30.00.000000000 AM AMERICA/NEW_YORK,485,29-JUL-07 09.52.00.000000000 AM AMERICA/NEW_YORK,567,0,117
7088613,FL,IAD,ATL,29-JUL-07 12.30.00.000000000 PM AMERICA/NEW_YORK,725,29-JUL-07 02.20.00.000000000 PM AMERICA/NEW_YORK,835,0,117
7173674,NW,DTW,BOS,29-JUL-07 04.59.00.000000000 PM AMERICA/NEW_YORK,994,29-JUL-07 06.54.00.000000000 PM AMERICA/NEW_YORK,1109,0,148
7043484,EV,MHT,ATL,29-JUL-07 12.28.00.000000000 PM AMERICA/NEW_YORK,723,29-JUL-07 03.13.00.000000000 PM AMERICA/NEW_YORK,888,0,70
7042100,EV,ILM,ATL,29-JUL-07 02.30.00.000000000 PM AMERICA/NEW_YORK,845,29-JUL-07 04.01.00.000000000 PM AMERICA/NEW_YORK,936,0,50
7119813,MQ,ORD,SDF,29-JUL-07 01.45.00.000000000 PM AMERICA/CHICAGO,860,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,0,50
7121274,MQ,ORD,XNA,29-JUL-07 08.55.00.000000000 PM AMERICA/CHICAGO,1290,29-JUL-07 10.30.00.000000000 PM AMERICA/CHICAGO,1385,0,70
7088450,FL,BUF,ATL,29-JUL-07 06.10.00.000000000 AM AMERICA/NEW_YORK,345,29-JUL-07 08.15.00.000000000 AM AMERICA/NEW_YORK,470,0,117
7088458,FL,BWI,ATL,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,29-JUL-07 02.27.00.000000000 PM AMERICA/NEW_YORK,842,0,117
7166984,NW,BIS,MSP,29-JUL-07 11.04.00.000000000 AM AMERICA/CHICAGO,699,29-JUL-07 12.24.00.000000000 PM AMERICA/CHICAGO,779,0,100
7158865,NW,MSP,DTW,29-JUL-07 10.07.00.000000000 AM AMERICA/CHICAGO,642,29-JUL-07 12.54.00.000000000 PM AMERICA/NEW_YORK,749,0,125
7218182,AA,DFW,COS,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 06.20.00.000000000 PM AMERICA/DENVER,1195,0,140
7204238,AA,ORD,LGA,29-JUL-07 12.10.00.000000000 PM AMERICA/CHICAGO,765,29-JUL-07 03.20.00.000000000 PM AMERICA/NEW_YORK,895,0,138
7289846,CO,CLE,MCO,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,29-JUL-07 11.23.00.000000000 AM AMERICA/NEW_YORK,658,0,155
7297927,CO,IAH,LAX,29-JUL-07 02.23.00.000000000 PM AMERICA/CHICAGO,898,29-JUL-07 03.58.00.000000000 PM AMERICA/LOS_ANGELES,1113,0,157
6849851,YV,PIT,IAD,29-JUL-07 02.40.00.000000000 PM AMERICA/NEW_YORK,855,29-JUL-07 03.58.00.000000000 PM AMERICA/NEW_YORK,933,0,50
6849898,YV,SAV,ORD,29-JUL-07 11.26.00.000000000 AM AMERICA/NEW_YORK,661,29-JUL-07 12.45.00.000000000 PM AMERICA/CHICAGO,800,0,65
6849349,YV,DEN,GJT,29-JUL-07 06.55.00.000000000 PM AMERICA/DENVER,1230,29-JUL-07 08.08.00.000000000 PM AMERICA/DENVER,1303,1,50
6849360,YV,DEN,MTJ,29-JUL-07 11.15.00.000000000 AM AMERICA/DENVER,770,29-JUL-07 12.27.00.000000000 PM AMERICA/DENVER,842,0,37
6849434,YV,HNL,ITO,29-JUL-07 07.20.00.000000000 AM PACIFIC/HONOLULU,775,29-JUL-07 08.09.00.000000000 AM PACIFIC/HONOLULU,824,0,50
6849626,YV,MCI,IAD,29-JUL-07 05.33.00.000000000 PM AMERICA/CHICAGO,1088,29-JUL-07 09.00.00.000000000 PM AMERICA/NEW_YORK,1235,0,64
7269387,AS,SEA,LAX,29-JUL-07 09.00.00.000000000 AM AMERICA/LOS_ANGELES,695,29-JUL-07 11.43.00.000000000 AM AMERICA/LOS_ANGELES,858,0,160
7269445,AS,OAK,PDX,29-JUL-07 07.30.00.000000000 AM AMERICA/LOS_ANGELES,605,29-JUL-07 09.03.00.000000000 AM AMERICA/LOS_ANGELES,698,0,120
7306013,CO,CLE,IAH,29-JUL-07 12.40.00.000000000 PM AMERICA/NEW_YORK,735,29-JUL-07 02.41.00.000000000 PM AMERICA/CHICAGO,916,0,104
7306313,CO,IAH,MSY,29-JUL-07 10.45.00.000000000 PM AMERICA/CHICAGO,1400,29-JUL-07 11.55.00.000000000 PM AMERICA/CHICAGO,1470,0,104
7307675,CO,EWR,FLL,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 07.50.00.000000000 PM AMERICA/NEW_YORK,1165,0,157
6872829,OH,BUF,JFK,29-JUL-07 07.50.00.000000000 AM AMERICA/NEW_YORK,445,29-JUL-07 09.29.00.000000000 AM AMERICA/NEW_YORK,544,0,50
6872871,OH,JFK,BOS,29-JUL-07 07.00.00.000000000 PM AMERICA/NEW_YORK,1115,29-JUL-07 08.53.00.000000000 PM AMERICA/NEW_YORK,1228,1,50
6872972,OH,CVG,EWR,29-JUL-07 07.40.00.000000000 PM AMERICA/NEW_YORK,1155,29-JUL-07 09.45.00.000000000 PM AMERICA/NEW_YORK,1280,1,70
6872372,OH,JFK,DCA,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 01.55.00.000000000 PM AMERICA/NEW_YORK,810,0,50
6872380,OH,JFK,DCA,29-JUL-07 08.40.00.000000000 PM AMERICA/NEW_YORK,1215,29-JUL-07 10.38.00.000000000 PM AMERICA/NEW_YORK,1333,1,50
6872403,OH,CVG,DTW,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 05.58.00.000000000 PM AMERICA/NEW_YORK,1053,0,50
6872413,OH,CVG,ORD,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 09.29.00.000000000 AM AMERICA/CHICAGO,604,0,70
6872418,OH,IAH,CVG,29-JUL-07 10.56.00.000000000 AM AMERICA/CHICAGO,691,29-JUL-07 02.27.00.000000000 PM AMERICA/NEW_YORK,842,0,50
6872420,OH,TYS,LGA,29-JUL-07 06.54.00.000000000 AM AMERICA/NEW_YORK,389,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,0,50
6872463,OH,SGF,CVG,29-JUL-07 11.30.00.000000000 AM AMERICA/CHICAGO,725,29-JUL-07 02.04.00.000000000 PM AMERICA/NEW_YORK,819,0,50
6872505,OH,LGA,PWM,29-JUL-07 09.00.00.000000000 PM AMERICA/NEW_YORK,1235,29-JUL-07 10.23.00.000000000 PM AMERICA/NEW_YORK,1318,1,50
6872511,OH,CLE,JFK,29-JUL-07 06.14.00.000000000 PM AMERICA/NEW_YORK,1069,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,1,50
6872515,OH,LEX,MCO,29-JUL-07 12.15.00.000000000 PM AMERICA/NEW_YORK,710,29-JUL-07 02.13.00.000000000 PM AMERICA/NEW_YORK,828,0,40
6872547,OH,TLH,MCO,29-JUL-07 03.15.00.000000000 PM AMERICA/NEW_YORK,890,29-JUL-07 04.17.00.000000000 PM AMERICA/NEW_YORK,952,0,50
6872626,OH,ORD,JFK,29-JUL-07 09.20.00.000000000 AM AMERICA/CHICAGO,595,29-JUL-07 12.46.00.000000000 PM AMERICA/NEW_YORK,741,0,50
6872629,OH,CVG,CLE,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 05.50.00.000000000 PM AMERICA/NEW_YORK,1045,0,50
6872661,OH,PVD,CVG,29-JUL-07 10.20.00.000000000 AM AMERICA/NEW_YORK,595,29-JUL-07 12.37.00.000000000 PM AMERICA/NEW_YORK,732,0,50
6872700,OH,CVG,JFK,29-JUL-07 01.20.00.000000000 PM AMERICA/NEW_YORK,775,29-JUL-07 03.27.00.000000000 PM AMERICA/NEW_YORK,902,0,50
6923569,OO,GRB,ORD,29-JUL-07 08.06.00.000000000 AM AMERICA/CHICAGO,521,29-JUL-07 09.05.00.000000000 AM AMERICA/CHICAGO,580,0,50
6922704,OO,PSC,SLC,29-JUL-07 01.29.00.000000000 PM AMERICA/LOS_ANGELES,964,29-JUL-07 04.00.00.000000000 PM AMERICA/DENVER,1055,0,50
6922715,OO,BZN,SLC,29-JUL-07 02.22.00.000000000 PM AMERICA/DENVER,957,29-JUL-07 03.36.00.000000000 PM AMERICA/DENVER,1031,0,50
6923432,OO,DEN,SLC,29-JUL-07 05.15.00.000000000 PM AMERICA/DENVER,1130,29-JUL-07 06.40.00.000000000 PM AMERICA/DENVER,1215,0,70
6923447,OO,SDF,ORD,29-JUL-07 04.02.00.000000000 PM AMERICA/NEW_YORK,937,29-JUL-07 04.32.00.000000000 PM AMERICA/CHICAGO,1027,0,50
6923467,OO,ORD,IND,29-JUL-07 11.57.00.000000000 AM AMERICA/CHICAGO,752,29-JUL-07 02.02.00.000000000 PM AMERICA/NEW_YORK,817,0,70
6922812,OO,SLC,PHX,29-JUL-07 11.16.00.000000000 AM AMERICA/DENVER,771,29-JUL-07 11.52.00.000000000 AM US/ARIZONA,867,0,70
6923566,OO,ORD,ICT,29-JUL-07 08.10.00.000000000 AM AMERICA/CHICAGO,525,29-JUL-07 10.04.00.000000000 AM AMERICA/CHICAGO,639,0,70
6958617,UA,SAN,DEN,29-JUL-07 11.03.00.000000000 AM AMERICA/LOS_ANGELES,818,29-JUL-07 02.18.00.000000000 PM AMERICA/DENVER,953,0,148
6958052,UA,PHX,IAD,29-JUL-07 08.10.00.000000000 AM US/ARIZONA,645,29-JUL-07 03.33.00.000000000 PM AMERICA/NEW_YORK,908,0,120
6962829,UA,ORD,PVD,29-JUL-07 06.30.00.000000000 PM AMERICA/CHICAGO,1145,29-JUL-07 09.49.00.000000000 PM AMERICA/NEW_YORK,1284,0,123
6964812,UA,DEN,MCO,29-JUL-07 12.20.00.000000000 PM AMERICA/DENVER,835,29-JUL-07 05.54.00.000000000 PM AMERICA/NEW_YORK,1049,0,148
6964495,UA,MSY,DEN,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 07.40.00.000000000 AM AMERICA/DENVER,555,0,148
6966340,UA,LAX,LAS,29-JUL-07 06.58.00.000000000 AM AMERICA/LOS_ANGELES,573,29-JUL-07 08.05.00.000000000 AM AMERICA/LOS_ANGELES,640,0,148
6937693,UA,PDX,LAX,29-JUL-07 06.00.00.000000000 AM AMERICA/LOS_ANGELES,515,29-JUL-07 08.19.00.000000000 AM AMERICA/LOS_ANGELES,654,0,120
6937270,UA,DEN,LAX,29-JUL-07 02.50.00.000000000 PM AMERICA/DENVER,985,29-JUL-07 04.14.00.000000000 PM AMERICA/LOS_ANGELES,1129,0,123
6935961,UA,ORD,DEN,29-JUL-07 06.55.00.000000000 PM AMERICA/CHICAGO,1170,29-JUL-07 08.40.00.000000000 PM AMERICA/DENVER,1335,0,123
6936189,UA,LAX,MCO,29-JUL-07 10.20.00.000000000 PM AMERICA/LOS_ANGELES,1495,30-JUL-07 06.11.00.000000000 AM AMERICA/NEW_YORK,1786,0,120
6943109,UA,SFO,DFW,29-JUL-07 10.41.00.000000000 AM AMERICA/LOS_ANGELES,796,29-JUL-07 04.13.00.000000000 PM AMERICA/CHICAGO,1008,0,120
6985017,US,SEA,PHL,29-JUL-07 11.05.00.000000000 PM AMERICA/LOS_ANGELES,1540,30-JUL-07 07.15.00.000000000 AM AMERICA/NEW_YORK,1850,0,150
6945910,UA,RDU,DEN,29-JUL-07 04.54.00.000000000 PM AMERICA/NEW_YORK,989,29-JUL-07 06.51.00.000000000 PM AMERICA/DENVER,1226,0,123
6946623,UA,IAH,ORD,29-JUL-07 07.06.00.000000000 AM AMERICA/CHICAGO,461,29-JUL-07 09.44.00.000000000 AM AMERICA/CHICAGO,619,0,123
6944137,UA,OMA,DEN,29-JUL-07 07.22.00.000000000 PM AMERICA/CHICAGO,1197,29-JUL-07 07.59.00.000000000 PM AMERICA/DENVER,1294,0,108
6946190,UA,SNA,DEN,29-JUL-07 07.45.00.000000000 PM AMERICA/LOS_ANGELES,1340,29-JUL-07 10.55.00.000000000 PM AMERICA/DENVER,1470,0,120
6946888,UA,ORD,DFW,29-JUL-07 09.45.00.000000000 AM AMERICA/CHICAGO,620,29-JUL-07 12.10.00.000000000 PM AMERICA/CHICAGO,765,0,123
6949878,UA,LGA,ORD,29-JUL-07 09.00.00.000000000 AM AMERICA/NEW_YORK,515,29-JUL-07 10.21.00.000000000 AM AMERICA/CHICAGO,656,0,123
6952626,UA,ORD,SMF,29-JUL-07 08.06.00.000000000 AM AMERICA/CHICAGO,521,29-JUL-07 10.29.00.000000000 AM AMERICA/LOS_ANGELES,784,0,120
6954182,UA,SJC,DEN,29-JUL-07 06.30.00.000000000 AM AMERICA/LOS_ANGELES,545,29-JUL-07 09.58.00.000000000 AM AMERICA/DENVER,693,0,123
7009521,US,FLL,CLT,29-JUL-07 01.05.00.000000000 PM AMERICA/NEW_YORK,760,29-JUL-07 03.05.00.000000000 PM AMERICA/NEW_YORK,880,0,183
7009545,US,IND,DCA,29-JUL-07 07.00.00.000000000 PM AMERICA/NEW_YORK,1115,29-JUL-07 08.29.00.000000000 PM AMERICA/NEW_YORK,1204,1,90
7009607,US,LGA,DCA,29-JUL-07 04.00.00.000000000 PM AMERICA/NEW_YORK,935,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,1,124
7009614,US,LGA,PIT,29-JUL-07 06.15.00.000000000 PM AMERICA/NEW_YORK,1070,29-JUL-07 07.52.00.000000000 PM AMERICA/NEW_YORK,1167,0,144
7009664,US,MSY,PHL,29-JUL-07 01.00.00.000000000 PM AMERICA/CHICAGO,815,29-JUL-07 04.48.00.000000000 PM AMERICA/NEW_YORK,983,0,124
7009699,US,PHL,BOS,29-JUL-07 01.15.00.000000000 PM AMERICA/NEW_YORK,770,29-JUL-07 02.28.00.000000000 PM AMERICA/NEW_YORK,843,0,124
7009805,US,PHX,PHL,29-JUL-07 07.21.00.000000000 AM US/ARIZONA,596,29-JUL-07 03.04.00.000000000 PM AMERICA/NEW_YORK,879,0,142
7009166,US,BNA,CLT,29-JUL-07 06.45.00.000000000 PM AMERICA/CHICAGO,1160,29-JUL-07 09.00.00.000000000 PM AMERICA/NEW_YORK,1235,0,124
7009856,US,PVD,PHL,29-JUL-07 03.35.00.000000000 PM AMERICA/NEW_YORK,910,29-JUL-07 04.55.00.000000000 PM AMERICA/NEW_YORK,990,0,99
7009904,US,SJU,PHL,29-JUL-07 03.00.00.000000000 PM AMERICA/PUERTO_RICO,875,29-JUL-07 06.56.00.000000000 PM AMERICA/NEW_YORK,1111,0,293
7009252,US,CLT,BOS,29-JUL-07 11.35.00.000000000 AM AMERICA/NEW_YORK,670,29-JUL-07 01.53.00.000000000 PM AMERICA/NEW_YORK,808,0,150
7009371,US,CLT,PHL,29-JUL-07 01.25.00.000000000 PM AMERICA/NEW_YORK,780,29-JUL-07 03.06.00.000000000 PM AMERICA/NEW_YORK,881,0,142
6935282,UA,DEN,ORD,29-JUL-07 03.35.00.000000000 PM AMERICA/DENVER,1030,29-JUL-07 06.57.00.000000000 PM AMERICA/CHICAGO,1172,0,244
6934748,UA,DFW,DEN,29-JUL-07 08.23.00.000000000 AM AMERICA/CHICAGO,538,29-JUL-07 09.23.00.000000000 AM AMERICA/DENVER,658,0,108
6984686,US,LAS,PBI,29-JUL-07 10.59.00.000000000 PM AMERICA/LOS_ANGELES,1534,30-JUL-07 06.50.00.000000000 AM AMERICA/NEW_YORK,1825,0,150
6984733,US,LAX,LAS,29-JUL-07 11.05.00.000000000 AM AMERICA/LOS_ANGELES,820,29-JUL-07 12.14.00.000000000 PM AMERICA/LOS_ANGELES,889,0,134
6984773,US,OMA,PHX,29-JUL-07 07.35.00.000000000 AM AMERICA/CHICAGO,490,29-JUL-07 08.16.00.000000000 AM US/ARIZONA,651,0,124
6984875,US,PHX,IND,29-JUL-07 06.17.00.000000000 PM US/ARIZONA,1252,30-JUL-07 12.50.00.000000000 AM AMERICA/NEW_YORK,1465,0,150
6984877,US,PHX,JFK,29-JUL-07 03.10.00.000000000 PM US/ARIZONA,1065,29-JUL-07 11.06.00.000000000 PM AMERICA/NEW_YORK,1361,0,124
6984896,US,PHX,LAX,29-JUL-07 04.34.00.000000000 PM US/ARIZONA,1149,29-JUL-07 06.01.00.000000000 PM AMERICA/LOS_ANGELES,1236,0,134
6984933,US,PHX,PDX,29-JUL-07 07.29.00.000000000 AM US/ARIZONA,604,29-JUL-07 10.15.00.000000000 AM AMERICA/LOS_ANGELES,770,0,124
6985018,US,SEA,PHX,29-JUL-07 05.20.00.000000000 AM AMERICA/LOS_ANGELES,475,29-JUL-07 08.12.00.000000000 AM US/ARIZONA,647,0,134
6984546,US,ABQ,LAS,29-JUL-07 09.25.00.000000000 PM AMERICA/DENVER,1380,29-JUL-07 09.57.00.000000000 PM AMERICA/LOS_ANGELES,1472,0,150
6984651,US,LAS,CMH,29-JUL-07 10.56.00.000000000 PM AMERICA/LOS_ANGELES,1531,30-JUL-07 05.52.00.000000000 AM AMERICA/NEW_YORK,1767,0,150
7032614,EV,LIT,ATL,29-JUL-07 02.59.00.000000000 PM AMERICA/CHICAGO,934,29-JUL-07 05.34.00.000000000 PM AMERICA/NEW_YORK,1029,0,70
7028507,DL,ATL,IND,29-JUL-07 09.14.00.000000000 PM AMERICA/NEW_YORK,1249,29-JUL-07 10.45.00.000000000 PM AMERICA/NEW_YORK,1340,0,142
7028573,DL,ORD,SLC,29-JUL-07 04.00.00.000000000 PM AMERICA/CHICAGO,995,29-JUL-07 06.30.00.000000000 PM AMERICA/DENVER,1205,0,150
7028581,DL,ATL,BUF,29-JUL-07 02.45.00.000000000 PM AMERICA/NEW_YORK,860,29-JUL-07 04.47.00.000000000 PM AMERICA/NEW_YORK,982,0,142
7029263,DL,SNA,ATL,29-JUL-07 11.46.00.000000000 AM AMERICA/LOS_ANGELES,861,29-JUL-07 07.11.00.000000000 PM AMERICA/NEW_YORK,1126,1,180
7028618,DL,BOS,CVG,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,0,148
7028641,DL,ATL,MCO,29-JUL-07 11.30.00.000000000 AM AMERICA/NEW_YORK,665,29-JUL-07 12.57.00.000000000 PM AMERICA/NEW_YORK,752,0,183
7029333,DL,TPA,BOS,29-JUL-07 11.20.00.000000000 AM AMERICA/NEW_YORK,655,29-JUL-07 02.21.00.000000000 PM AMERICA/NEW_YORK,836,0,142
7028689,DL,MCO,ATL,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,0,183
7028816,DL,SJC,ATL,29-JUL-07 10.00.00.000000000 PM AMERICA/LOS_ANGELES,1475,30-JUL-07 05.35.00.000000000 AM AMERICA/NEW_YORK,1750,0,148
7028140,DL,SFO,ATL,29-JUL-07 11.31.00.000000000 AM AMERICA/LOS_ANGELES,846,29-JUL-07 07.16.00.000000000 PM AMERICA/NEW_YORK,1131,0,252
7028257,DL,ATL,LGA,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 11.03.00.000000000 AM AMERICA/NEW_YORK,638,0,142
7028293,DL,ATL,SEA,29-JUL-07 02.30.00.000000000 PM AMERICA/NEW_YORK,845,29-JUL-07 04.35.00.000000000 PM AMERICA/LOS_ANGELES,1150,0,183
7028330,DL,ATL,CHS,29-JUL-07 10.50.00.000000000 PM AMERICA/NEW_YORK,1345,29-JUL-07 11.52.00.000000000 PM AMERICA/NEW_YORK,1407,0,183
7028371,DL,SEA,ATL,29-JUL-07 10.20.00.000000000 PM AMERICA/LOS_ANGELES,1495,30-JUL-07 05.55.00.000000000 AM AMERICA/NEW_YORK,1770,0,180
7028376,DL,SDF,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/NEW_YORK,425,29-JUL-07 08.55.00.000000000 AM AMERICA/NEW_YORK,510,0,150
7032862,EV,STL,ATL,29-JUL-07 11.22.00.000000000 AM AMERICA/CHICAGO,717,29-JUL-07 01.58.00.000000000 PM AMERICA/NEW_YORK,813,0,50
7066050,F9,DEN,AUS,29-JUL-07 10.35.00.000000000 AM AMERICA/DENVER,730,29-JUL-07 01.40.00.000000000 PM AMERICA/CHICAGO,855,0,132
7066071,F9,DFW,DEN,29-JUL-07 01.55.00.000000000 PM AMERICA/CHICAGO,870,29-JUL-07 02.52.00.000000000 PM AMERICA/DENVER,987,0,132
7117047,MQ,SHV,DFW,29-JUL-07 06.20.00.000000000 PM AMERICA/CHICAGO,1135,29-JUL-07 07.20.00.000000000 PM AMERICA/CHICAGO,1195,0,44
7112994,MQ,DFW,SAV,29-JUL-07 12.55.00.000000000 PM AMERICA/CHICAGO,810,29-JUL-07 04.25.00.000000000 PM AMERICA/NEW_YORK,960,0,50
7118917,MQ,ORD,LIT,29-JUL-07 11.20.00.000000000 AM AMERICA/CHICAGO,715,29-JUL-07 01.00.00.000000000 PM AMERICA/CHICAGO,815,0,50
7052993,EV,ATL,APF,29-JUL-07 03.08.00.000000000 PM AMERICA/NEW_YORK,883,29-JUL-07 04.50.00.000000000 PM AMERICA/NEW_YORK,985,0,40
7050895,EV,ATL,OAJ,29-JUL-07 12.54.00.000000000 PM AMERICA/NEW_YORK,749,29-JUL-07 02.09.00.000000000 PM AMERICA/NEW_YORK,824,0,40
7049514,EV,DSM,ATL,29-JUL-07 03.25.00.000000000 PM AMERICA/CHICAGO,960,29-JUL-07 06.37.00.000000000 PM AMERICA/NEW_YORK,1092,0,40
7109928,MQ,DFW,PNS,29-JUL-07 02.45.00.000000000 PM AMERICA/CHICAGO,920,29-JUL-07 04.35.00.000000000 PM AMERICA/CHICAGO,1030,0,44
7104377,MQ,BTR,DFW,29-JUL-07 03.55.00.000000000 PM AMERICA/CHICAGO,990,29-JUL-07 05.20.00.000000000 PM AMERICA/CHICAGO,1075,0,44
7103114,MQ,VPS,DFW,29-JUL-07 01.50.00.000000000 PM AMERICA/CHICAGO,865,29-JUL-07 03.50.00.000000000 PM AMERICA/CHICAGO,985,0,50
7108696,MQ,DFW,XNA,29-JUL-07 08.55.00.000000000 PM AMERICA/CHICAGO,1290,29-JUL-07 10.00.00.000000000 PM AMERICA/CHICAGO,1355,0,70
7103867,MQ,DFW,TYS,29-JUL-07 12.15.00.000000000 PM AMERICA/CHICAGO,770,29-JUL-07 03.20.00.000000000 PM AMERICA/NEW_YORK,895,0,50
7105922,MQ,DFW,VPS,29-JUL-07 08.25.00.000000000 AM AMERICA/CHICAGO,540,29-JUL-07 10.20.00.000000000 AM AMERICA/CHICAGO,655,0,50
7104620,MQ,GRK,DFW,29-JUL-07 10.00.00.000000000 AM AMERICA/CHICAGO,635,29-JUL-07 10.50.00.000000000 AM AMERICA/CHICAGO,685,0,50
7107449,MQ,VPS,DFW,29-JUL-07 09.45.00.000000000 AM AMERICA/CHICAGO,620,29-JUL-07 11.45.00.000000000 AM AMERICA/CHICAGO,740,0,50
7167454,NW,DTW,MYR,29-JUL-07 09.24.00.000000000 AM AMERICA/NEW_YORK,539,29-JUL-07 11.17.00.000000000 AM AMERICA/NEW_YORK,652,0,125
7159928,NW,LAS,MSP,29-JUL-07 07.30.00.000000000 PM AMERICA/LOS_ANGELES,1325,30-JUL-07 12.36.00.000000000 AM AMERICA/CHICAGO,1511,0,124
7164191,NW,ATL,MEM,29-JUL-07 07.39.00.000000000 AM AMERICA/NEW_YORK,434,29-JUL-07 08.01.00.000000000 AM AMERICA/CHICAGO,516,0,148
7165548,NW,MSP,PIT,29-JUL-07 07.10.00.000000000 PM AMERICA/CHICAGO,1185,29-JUL-07 10.13.00.000000000 PM AMERICA/NEW_YORK,1308,0,100
7167015,NW,MSP,IAH,29-JUL-07 01.20.00.000000000 PM AMERICA/CHICAGO,835,29-JUL-07 04.14.00.000000000 PM AMERICA/CHICAGO,1009,0,100
