Flight ID,Carrier,Origin,Destination,Local Departure Time,Normalized Departure Time [min],Local Arrival Time,Normalized Arrival Time [min],Flight Cancelled?,Number of Seats
6823337,XE,DAY,CLE,29-JUL-07 05.15.00.000000000 PM AMERICA/NEW_YORK,1010,29-JUL-07 06.14.00.000000000 PM AMERICA/NEW_YORK,1069,0,50
6823338,XE,ROC,CLE,29-JUL-07 02.55.00.000000000 PM AMERICA/NEW_YORK,870,29-JUL-07 04.02.00.000000000 PM AMERICA/NEW_YORK,937,0,50
6823340,XE,CLE,IAD,29-JUL-07 08.15.00.000000000 PM AMERICA/NEW_YORK,1190,29-JUL-07 09.32.00.000000000 PM AMERICA/NEW_YORK,1267,0,37
6823345,XE,RDU,CLE,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,29-JUL-07 03.59.00.000000000 PM AMERICA/NEW_YORK,934,0,50
6823347,XE,BNA,CLE,29-JUL-07 05.40.00.000000000 PM AMERICA/CHICAGO,1095,29-JUL-07 08.09.00.000000000 PM AMERICA/NEW_YORK,1184,0,50
6823352,XE,EWR,ACK,29-JUL-07 12.30.00.000000000 PM AMERICA/NEW_YORK,725,29-JUL-07 01.47.00.000000000 PM AMERICA/NEW_YORK,802,0,37
6823353,XE,EWR,ACK,29-JUL-07 05.30.00.000000000 PM AMERICA/NEW_YORK,1025,29-JUL-07 06.57.00.000000000 PM AMERICA/NEW_YORK,1112,1,40
6823359,XE,IAH,TUL,29-JUL-07 07.05.00.000000000 PM AMERICA/CHICAGO,1180,29-JUL-07 08.37.00.000000000 PM AMERICA/CHICAGO,1272,0,50
6823360,XE,EWR,CVG,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 05.45.00.000000000 PM AMERICA/NEW_YORK,1040,1,40
6823363,XE,BUF,EWR,29-JUL-07 04.50.00.000000000 PM AMERICA/NEW_YORK,985,29-JUL-07 06.19.00.000000000 PM AMERICA/NEW_YORK,1074,0,50
6823365,XE,MKE,CLE,29-JUL-07 12.20.00.000000000 PM AMERICA/CHICAGO,775,29-JUL-07 02.37.00.000000000 PM AMERICA/NEW_YORK,852,0,50
6823368,XE,IAH,LFT,29-JUL-07 12.45.00.000000000 PM AMERICA/CHICAGO,800,29-JUL-07 01.42.00.000000000 PM AMERICA/CHICAGO,857,0,37
6824057,XE,CLE,GRR,29-JUL-07 08.55.00.000000000 PM AMERICA/NEW_YORK,1230,29-JUL-07 09.55.00.000000000 PM AMERICA/NEW_YORK,1290,0,50
6824058,XE,IAH,TLH,29-JUL-07 03.35.00.000000000 PM AMERICA/CHICAGO,970,29-JUL-07 06.35.00.000000000 PM AMERICA/NEW_YORK,1090,0,50
6824062,XE,MCI,IAH,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 08.05.00.000000000 AM AMERICA/CHICAGO,520,0,50
6824063,XE,IAH,LFT,29-JUL-07 03.25.00.000000000 PM AMERICA/CHICAGO,960,29-JUL-07 04.28.00.000000000 PM AMERICA/CHICAGO,1023,0,50
6824064,XE,IAH,MCI,29-JUL-07 05.35.00.000000000 PM AMERICA/CHICAGO,1090,29-JUL-07 07.35.00.000000000 PM AMERICA/CHICAGO,1210,0,50
6824066,XE,IAH,CLT,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 09.09.00.000000000 PM AMERICA/NEW_YORK,1244,0,50
6824075,XE,IAH,CHA,29-JUL-07 07.15.00.000000000 PM AMERICA/CHICAGO,1190,29-JUL-07 10.23.00.000000000 PM AMERICA/NEW_YORK,1318,0,50
6824080,XE,EWR,CMH,29-JUL-07 05.25.00.000000000 PM AMERICA/NEW_YORK,1020,29-JUL-07 07.25.00.000000000 PM AMERICA/NEW_YORK,1140,1,50
6824081,XE,PHX,IAH,29-JUL-07 08.05.00.000000000 AM US/ARIZONA,640,29-JUL-07 12.55.00.000000000 PM AMERICA/CHICAGO,810,0,50
6824083,XE,CLE,GSP,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 05.55.00.000000000 PM AMERICA/NEW_YORK,1050,0,50
6824089,XE,IAH,LFT,29-JUL-07 08.50.00.000000000 PM AMERICA/CHICAGO,1285,29-JUL-07 09.55.00.000000000 PM AMERICA/CHICAGO,1350,0,50
6824097,XE,SEA,LAX,29-JUL-07 07.15.00.000000000 AM AMERICA/LOS_ANGELES,590,29-JUL-07 09.50.00.000000000 AM AMERICA/LOS_ANGELES,745,0,50
6849151,YV,ASE,DEN,29-JUL-07 09.05.00.000000000 AM AMERICA/DENVER,640,29-JUL-07 10.11.00.000000000 AM AMERICA/DENVER,706,0,37
6849157,YV,ASE,DEN,29-JUL-07 12.25.00.000000000 PM AMERICA/DENVER,840,29-JUL-07 01.27.00.000000000 PM AMERICA/DENVER,902,0,50
6849165,YV,ATL,ORD,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 06.58.00.000000000 AM AMERICA/CHICAGO,453,0,65
6849166,YV,ATL,ORD,29-JUL-07 11.21.00.000000000 AM AMERICA/NEW_YORK,656,29-JUL-07 12.30.00.000000000 PM AMERICA/CHICAGO,785,0,65
6849168,YV,ATW,ORD,29-JUL-07 08.57.00.000000000 AM AMERICA/CHICAGO,572,29-JUL-07 09.52.00.000000000 AM AMERICA/CHICAGO,627,0,50
6849841,YV,PHX,TUS,29-JUL-07 06.07.00.000000000 PM US/ARIZONA,1242,29-JUL-07 06.56.00.000000000 PM US/ARIZONA,1291,0,86
6849845,YV,PHX,TUS,29-JUL-07 10.06.00.000000000 AM US/ARIZONA,761,29-JUL-07 10.55.00.000000000 AM US/ARIZONA,810,0,86
6849852,YV,PIT,IAD,29-JUL-07 06.20.00.000000000 AM AMERICA/NEW_YORK,355,29-JUL-07 07.27.00.000000000 AM AMERICA/NEW_YORK,422,0,64
6849854,YV,PIT,ORD,29-JUL-07 07.30.00.000000000 PM AMERICA/NEW_YORK,1145,29-JUL-07 08.15.00.000000000 PM AMERICA/CHICAGO,1250,0,66
6849857,YV,PSP,PHX,29-JUL-07 06.35.00.000000000 AM AMERICA/LOS_ANGELES,550,29-JUL-07 08.05.00.000000000 AM US/ARIZONA,640,0,37
6849859,YV,PSP,PHX,29-JUL-07 06.32.00.000000000 PM AMERICA/LOS_ANGELES,1267,29-JUL-07 07.57.00.000000000 PM US/ARIZONA,1352,0,37
6849860,YV,PSP,PHX,29-JUL-07 09.40.00.000000000 AM AMERICA/LOS_ANGELES,735,29-JUL-07 10.50.00.000000000 AM US/ARIZONA,805,0,50
6849861,YV,PSP,PHX,29-JUL-07 04.10.00.000000000 PM AMERICA/LOS_ANGELES,1125,29-JUL-07 05.18.00.000000000 PM US/ARIZONA,1193,0,50
6849862,YV,PVD,CLT,29-JUL-07 04.55.00.000000000 PM AMERICA/NEW_YORK,990,29-JUL-07 06.56.00.000000000 PM AMERICA/NEW_YORK,1111,0,86
6849863,YV,PWM,CLT,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,29-JUL-07 10.42.00.000000000 AM AMERICA/NEW_YORK,617,0,86
6849867,YV,RAP,DEN,29-JUL-07 07.04.00.000000000 PM AMERICA/DENVER,1239,29-JUL-07 08.40.00.000000000 PM AMERICA/DENVER,1335,0,50
6849868,YV,RDU,CLT,29-JUL-07 02.45.00.000000000 PM AMERICA/NEW_YORK,860,29-JUL-07 03.43.00.000000000 PM AMERICA/NEW_YORK,918,0,86
6849574,YV,LAS,FAT,29-JUL-07 12.50.00.000000000 PM AMERICA/LOS_ANGELES,925,29-JUL-07 01.55.00.000000000 PM AMERICA/LOS_ANGELES,990,0,50
6849575,YV,LAS,FAT,29-JUL-07 11.55.00.000000000 PM AMERICA/LOS_ANGELES,1590,30-JUL-07 01.12.00.000000000 AM AMERICA/LOS_ANGELES,1667,0,86
6849580,YV,LAS,MRY,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,30-JUL-07 01.30.00.000000000 AM AMERICA/LOS_ANGELES,1685,0,50
6849581,YV,LAS,OAK,29-JUL-07 04.11.00.000000000 PM AMERICA/LOS_ANGELES,1126,29-JUL-07 05.47.00.000000000 PM AMERICA/LOS_ANGELES,1222,0,86
6849582,YV,LAS,OKC,29-JUL-07 11.55.00.000000000 PM AMERICA/LOS_ANGELES,1590,30-JUL-07 04.35.00.000000000 AM AMERICA/CHICAGO,1750,0,50
6849584,YV,LAS,PHX,29-JUL-07 10.30.00.000000000 PM AMERICA/LOS_ANGELES,1505,29-JUL-07 11.40.00.000000000 PM US/ARIZONA,1575,0,50
6849585,YV,LAS,PSP,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,30-JUL-07 01.09.00.000000000 AM AMERICA/LOS_ANGELES,1664,0,37
6849587,YV,LAS,SAN,29-JUL-07 11.46.00.000000000 AM AMERICA/LOS_ANGELES,861,29-JUL-07 12.57.00.000000000 PM AMERICA/LOS_ANGELES,932,0,86
6849592,YV,LAS,SJC,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,30-JUL-07 01.28.00.000000000 AM AMERICA/LOS_ANGELES,1683,0,86
6849593,YV,LAS,SLC,29-JUL-07 11.52.00.000000000 PM AMERICA/LOS_ANGELES,1587,30-JUL-07 02.21.00.000000000 AM AMERICA/DENVER,1676,0,50
6849594,YV,LAS,SMF,29-JUL-07 09.00.00.000000000 AM AMERICA/LOS_ANGELES,695,29-JUL-07 10.30.00.000000000 AM AMERICA/LOS_ANGELES,785,0,50
6849595,YV,LAS,TUS,29-JUL-07 10.54.00.000000000 PM AMERICA/LOS_ANGELES,1529,30-JUL-07 12.15.00.000000000 AM US/ARIZONA,1610,0,86
6849597,YV,LAS,YUM,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,30-JUL-07 01.16.00.000000000 AM US/ARIZONA,1671,0,37
6849600,YV,LAX,LAS,29-JUL-07 04.45.00.000000000 PM AMERICA/LOS_ANGELES,1160,29-JUL-07 05.53.00.000000000 PM AMERICA/LOS_ANGELES,1228,0,86
6849602,YV,LAX,PHX,29-JUL-07 09.45.00.000000000 PM AMERICA/LOS_ANGELES,1460,29-JUL-07 11.10.00.000000000 PM US/ARIZONA,1545,0,50
6849603,YV,LGA,IAD,29-JUL-07 02.30.00.000000000 PM AMERICA/NEW_YORK,845,29-JUL-07 03.57.00.000000000 PM AMERICA/NEW_YORK,932,1,64
6849608,YV,LGB,PHX,29-JUL-07 09.35.00.000000000 AM AMERICA/LOS_ANGELES,730,29-JUL-07 10.58.00.000000000 AM US/ARIZONA,813,0,50
6849613,YV,LIH,HNL,29-JUL-07 03.35.00.000000000 PM PACIFIC/HONOLULU,1270,29-JUL-07 04.09.00.000000000 PM PACIFIC/HONOLULU,1304,0,50
6852159,NW,LAN,DTW,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 07.45.00.000000000 AM AMERICA/NEW_YORK,440,1,100
6872682,OH,DCA,JFK,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,29-JUL-07 03.55.00.000000000 PM AMERICA/NEW_YORK,930,0,50
6872686,OH,ABE,CVG,29-JUL-07 06.25.00.000000000 AM AMERICA/NEW_YORK,360,29-JUL-07 08.08.00.000000000 AM AMERICA/NEW_YORK,463,0,50
6872688,OH,DTW,CVG,29-JUL-07 06.18.00.000000000 PM AMERICA/NEW_YORK,1073,29-JUL-07 07.30.00.000000000 PM AMERICA/NEW_YORK,1145,0,50
6872693,OH,CVG,LGA,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 06.43.00.000000000 PM AMERICA/NEW_YORK,1098,0,50
6872694,OH,CVG,COS,29-JUL-07 01.10.00.000000000 PM AMERICA/NEW_YORK,765,29-JUL-07 01.52.00.000000000 PM AMERICA/DENVER,927,0,70
6872705,OH,SGF,CVG,29-JUL-07 07.30.00.000000000 AM AMERICA/CHICAGO,485,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,0,50
6872713,OH,CVG,DFW,29-JUL-07 08.45.00.000000000 PM AMERICA/NEW_YORK,1220,29-JUL-07 10.01.00.000000000 PM AMERICA/CHICAGO,1356,0,70
6872714,OH,MHT,CVG,29-JUL-07 05.47.00.000000000 PM AMERICA/NEW_YORK,1042,29-JUL-07 08.04.00.000000000 PM AMERICA/NEW_YORK,1179,0,70
6872715,OH,OKC,CVG,29-JUL-07 03.25.00.000000000 PM AMERICA/CHICAGO,960,29-JUL-07 06.34.00.000000000 PM AMERICA/NEW_YORK,1089,0,50
6872717,OH,CVG,LEX,29-JUL-07 04.55.00.000000000 PM AMERICA/NEW_YORK,990,29-JUL-07 05.32.00.000000000 PM AMERICA/NEW_YORK,1027,0,50
6872718,OH,RDU,CVG,29-JUL-07 05.22.00.000000000 PM AMERICA/NEW_YORK,1017,29-JUL-07 06.55.00.000000000 PM AMERICA/NEW_YORK,1110,0,50
6872720,OH,CVG,AUS,29-JUL-07 01.10.00.000000000 PM AMERICA/NEW_YORK,765,29-JUL-07 02.49.00.000000000 PM AMERICA/CHICAGO,924,0,50
6872722,OH,ATW,CVG,29-JUL-07 10.07.00.000000000 AM AMERICA/CHICAGO,642,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,0,50
6933864,UA,LAX,DEN,29-JUL-07 09.00.00.000000000 AM AMERICA/LOS_ANGELES,695,29-JUL-07 12.23.00.000000000 PM AMERICA/DENVER,838,0,120
6934546,UA,IAD,BOS,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 05.12.00.000000000 PM AMERICA/NEW_YORK,1007,0,120
6934577,UA,SMF,IAD,29-JUL-07 06.50.00.000000000 AM AMERICA/LOS_ANGELES,565,29-JUL-07 02.47.00.000000000 PM AMERICA/NEW_YORK,862,0,120
6923661,OO,FCA,DEN,29-JUL-07 02.40.00.000000000 PM AMERICA/DENVER,975,29-JUL-07 04.40.00.000000000 PM AMERICA/DENVER,1095,0,50
6922304,OO,ATL,BHM,29-JUL-07 05.24.00.000000000 PM AMERICA/NEW_YORK,1019,29-JUL-07 05.20.00.000000000 PM AMERICA/CHICAGO,1075,0,90
6922306,OO,ATL,COS,29-JUL-07 08.07.00.000000000 PM AMERICA/NEW_YORK,1182,29-JUL-07 09.18.00.000000000 PM AMERICA/DENVER,1373,0,90
6922307,OO,PIT,ATL,29-JUL-07 01.30.00.000000000 PM AMERICA/NEW_YORK,785,29-JUL-07 03.19.00.000000000 PM AMERICA/NEW_YORK,894,0,90
6922308,OO,TUS,ATL,29-JUL-07 11.30.00.000000000 PM US/ARIZONA,1565,30-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,1775,0,90
6922313,OO,BUF,ATL,29-JUL-07 12.25.00.000000000 PM AMERICA/NEW_YORK,720,29-JUL-07 02.35.00.000000000 PM AMERICA/NEW_YORK,850,0,90
6922314,OO,ATL,MKE,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 04.41.00.000000000 PM AMERICA/CHICAGO,1036,0,90
6922315,OO,ATL,DAY,29-JUL-07 04.25.00.000000000 PM AMERICA/NEW_YORK,960,29-JUL-07 06.08.00.000000000 PM AMERICA/NEW_YORK,1063,0,90
6922316,OO,BUF,ATL,29-JUL-07 02.55.00.000000000 PM AMERICA/NEW_YORK,870,29-JUL-07 05.05.00.000000000 PM AMERICA/NEW_YORK,1000,0,90
6922320,OO,ATL,TUS,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,29-JUL-07 10.05.00.000000000 PM US/ARIZONA,1480,0,90
6922325,OO,ORD,ATL,29-JUL-07 11.30.00.000000000 AM AMERICA/CHICAGO,725,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,0,90
6922332,OO,XNA,ATL,29-JUL-07 12.15.00.000000000 PM AMERICA/CHICAGO,770,29-JUL-07 02.55.00.000000000 PM AMERICA/NEW_YORK,870,0,90
6922335,OO,ATL,GSP,29-JUL-07 05.05.00.000000000 PM AMERICA/NEW_YORK,1000,29-JUL-07 06.07.00.000000000 PM AMERICA/NEW_YORK,1062,0,90
6922339,OO,SAT,MCI,29-JUL-07 10.55.00.000000000 AM AMERICA/CHICAGO,690,29-JUL-07 12.55.00.000000000 PM AMERICA/CHICAGO,810,0,50
6922958,OO,SAN,LAX,29-JUL-07 05.15.00.000000000 PM AMERICA/LOS_ANGELES,1190,29-JUL-07 05.58.00.000000000 PM AMERICA/LOS_ANGELES,1233,0,30
6922959,OO,LAX,SAN,29-JUL-07 06.00.00.000000000 PM AMERICA/LOS_ANGELES,1235,29-JUL-07 06.54.00.000000000 PM AMERICA/LOS_ANGELES,1289,0,30
6922966,OO,LAX,BFL,29-JUL-07 07.44.00.000000000 AM AMERICA/LOS_ANGELES,619,29-JUL-07 08.37.00.000000000 AM AMERICA/LOS_ANGELES,672,0,30
6922967,OO,BFL,LAX,29-JUL-07 09.05.00.000000000 AM AMERICA/LOS_ANGELES,700,29-JUL-07 09.59.00.000000000 AM AMERICA/LOS_ANGELES,754,0,30
6922969,OO,LAX,MRY,29-JUL-07 12.45.00.000000000 PM AMERICA/LOS_ANGELES,920,29-JUL-07 02.06.00.000000000 PM AMERICA/LOS_ANGELES,1001,0,30
6922970,OO,MRY,LAX,29-JUL-07 02.25.00.000000000 PM AMERICA/LOS_ANGELES,1020,29-JUL-07 03.49.00.000000000 PM AMERICA/LOS_ANGELES,1104,0,30
6922972,OO,SFO,ACV,29-JUL-07 08.40.00.000000000 AM AMERICA/LOS_ANGELES,675,29-JUL-07 09.55.00.000000000 AM AMERICA/LOS_ANGELES,750,0,30
6922973,OO,LAX,SMX,29-JUL-07 10.55.00.000000000 PM AMERICA/LOS_ANGELES,1530,29-JUL-07 11.51.00.000000000 PM AMERICA/LOS_ANGELES,1586,0,30
6922976,OO,LAX,SBA,29-JUL-07 09.39.00.000000000 AM AMERICA/LOS_ANGELES,734,29-JUL-07 10.27.00.000000000 AM AMERICA/LOS_ANGELES,782,0,30
6922978,OO,ONT,LAX,29-JUL-07 05.42.00.000000000 PM AMERICA/LOS_ANGELES,1217,29-JUL-07 06.15.00.000000000 PM AMERICA/LOS_ANGELES,1250,0,30
6922979,OO,SBA,SFO,29-JUL-07 06.36.00.000000000 AM AMERICA/LOS_ANGELES,551,29-JUL-07 07.50.00.000000000 AM AMERICA/LOS_ANGELES,625,0,30
6922980,OO,SBA,LAX,29-JUL-07 06.00.00.000000000 AM AMERICA/LOS_ANGELES,515,29-JUL-07 06.43.00.000000000 AM AMERICA/LOS_ANGELES,558,0,30
6922983,OO,LAX,MRY,29-JUL-07 06.30.00.000000000 PM AMERICA/LOS_ANGELES,1265,29-JUL-07 07.52.00.000000000 PM AMERICA/LOS_ANGELES,1347,0,30
6922991,OO,ACV,SFO,29-JUL-07 11.42.00.000000000 AM AMERICA/LOS_ANGELES,857,29-JUL-07 12.59.00.000000000 PM AMERICA/LOS_ANGELES,934,0,30
6922994,OO,SMF,SFO,29-JUL-07 08.34.00.000000000 AM AMERICA/LOS_ANGELES,669,29-JUL-07 09.20.00.000000000 AM AMERICA/LOS_ANGELES,715,0,30
6923087,OO,SBA,SFO,29-JUL-07 08.53.00.000000000 PM AMERICA/LOS_ANGELES,1408,29-JUL-07 10.05.00.000000000 PM AMERICA/LOS_ANGELES,1480,0,30
6923088,OO,SFO,ACV,29-JUL-07 06.50.00.000000000 PM AMERICA/LOS_ANGELES,1285,29-JUL-07 08.05.00.000000000 PM AMERICA/LOS_ANGELES,1360,0,30
6923752,OO,ORD,MKE,29-JUL-07 10.30.00.000000000 AM AMERICA/CHICAGO,665,29-JUL-07 11.16.00.000000000 AM AMERICA/CHICAGO,711,0,50
6923758,OO,TUS,LAX,29-JUL-07 08.40.00.000000000 AM US/ARIZONA,675,29-JUL-07 10.09.00.000000000 AM AMERICA/LOS_ANGELES,764,0,50
6923760,OO,LAX,COS,29-JUL-07 08.03.00.000000000 AM AMERICA/LOS_ANGELES,638,29-JUL-07 11.24.00.000000000 AM AMERICA/DENVER,779,0,50
6923761,OO,COS,LAX,29-JUL-07 11.52.00.000000000 AM AMERICA/DENVER,807,29-JUL-07 01.17.00.000000000 PM AMERICA/LOS_ANGELES,952,0,50
6923766,OO,LAX,PHX,29-JUL-07 08.38.00.000000000 AM AMERICA/LOS_ANGELES,673,29-JUL-07 10.02.00.000000000 AM US/ARIZONA,757,0,50
6923768,OO,LAX,PHX,29-JUL-07 01.15.00.000000000 PM AMERICA/LOS_ANGELES,950,29-JUL-07 02.39.00.000000000 PM US/ARIZONA,1034,0,50
6923769,OO,PHX,LAX,29-JUL-07 03.05.00.000000000 PM US/ARIZONA,1060,29-JUL-07 04.21.00.000000000 PM AMERICA/LOS_ANGELES,1136,0,50
6923771,OO,ORD,DSM,29-JUL-07 09.45.00.000000000 AM AMERICA/CHICAGO,620,29-JUL-07 11.01.00.000000000 AM AMERICA/CHICAGO,696,0,50
6923776,OO,BOI,LAX,29-JUL-07 10.51.00.000000000 AM AMERICA/DENVER,746,29-JUL-07 12.01.00.000000000 PM AMERICA/LOS_ANGELES,876,0,50
6923779,OO,IDA,DEN,29-JUL-07 07.20.00.000000000 AM AMERICA/DENVER,535,29-JUL-07 08.48.00.000000000 AM AMERICA/DENVER,623,0,50
6923781,OO,DEN,IDA,29-JUL-07 02.25.00.000000000 PM AMERICA/DENVER,960,29-JUL-07 03.56.00.000000000 PM AMERICA/DENVER,1051,0,50
6923784,OO,IDA,DEN,29-JUL-07 01.12.00.000000000 PM AMERICA/DENVER,887,29-JUL-07 02.40.00.000000000 PM AMERICA/DENVER,975,0,50
6923791,OO,ASE,DEN,29-JUL-07 09.46.00.000000000 AM AMERICA/DENVER,681,29-JUL-07 10.39.00.000000000 AM AMERICA/DENVER,734,0,70
6923794,OO,DEN,ASE,29-JUL-07 09.51.00.000000000 AM AMERICA/DENVER,686,29-JUL-07 10.38.00.000000000 AM AMERICA/DENVER,733,0,70
6922431,OO,SLC,SGU,29-JUL-07 09.05.00.000000000 PM AMERICA/DENVER,1360,29-JUL-07 10.24.00.000000000 PM AMERICA/DENVER,1439,0,30
6922433,OO,SLC,EKO,29-JUL-07 11.30.00.000000000 AM AMERICA/DENVER,785,29-JUL-07 11.37.00.000000000 AM AMERICA/LOS_ANGELES,852,0,30
6922436,OO,EKO,SLC,29-JUL-07 06.09.00.000000000 PM AMERICA/LOS_ANGELES,1244,29-JUL-07 08.09.00.000000000 PM AMERICA/DENVER,1304,0,30
6922438,OO,COD,SLC,29-JUL-07 02.27.00.000000000 PM AMERICA/DENVER,962,29-JUL-07 03.59.00.000000000 PM AMERICA/DENVER,1054,0,30
6922443,OO,SLC,CPR,29-JUL-07 11.00.00.000000000 AM AMERICA/DENVER,755,29-JUL-07 12.27.00.000000000 PM AMERICA/DENVER,842,0,30
6922445,OO,SLC,CPR,29-JUL-07 12.45.00.000000000 PM AMERICA/DENVER,860,29-JUL-07 02.11.00.000000000 PM AMERICA/DENVER,946,0,30
6922448,OO,CPR,SLC,29-JUL-07 06.32.00.000000000 PM AMERICA/DENVER,1207,29-JUL-07 08.09.00.000000000 PM AMERICA/DENVER,1304,0,30
6922450,OO,COD,SLC,29-JUL-07 06.10.00.000000000 AM AMERICA/DENVER,465,29-JUL-07 07.40.00.000000000 AM AMERICA/DENVER,555,0,30
6922451,OO,SLC,COD,29-JUL-07 09.45.00.000000000 AM AMERICA/DENVER,680,29-JUL-07 11.05.00.000000000 AM AMERICA/DENVER,760,0,30
6922694,OO,BUR,SLC,29-JUL-07 05.52.00.000000000 PM AMERICA/LOS_ANGELES,1227,29-JUL-07 08.36.00.000000000 PM AMERICA/DENVER,1331,0,50
6922698,OO,SJC,SLC,29-JUL-07 07.30.00.000000000 AM AMERICA/LOS_ANGELES,605,29-JUL-07 10.22.00.000000000 AM AMERICA/DENVER,717,0,50
6922699,OO,SLC,HLN,29-JUL-07 11.14.00.000000000 AM AMERICA/DENVER,769,29-JUL-07 12.35.00.000000000 PM AMERICA/DENVER,850,0,50
6922708,OO,SLC,SFO,29-JUL-07 01.36.00.000000000 PM AMERICA/DENVER,911,29-JUL-07 02.35.00.000000000 PM AMERICA/LOS_ANGELES,1030,0,50
6922709,OO,HLN,SLC,29-JUL-07 07.35.00.000000000 AM AMERICA/DENVER,550,29-JUL-07 08.52.00.000000000 AM AMERICA/DENVER,627,0,50
6922716,OO,ONT,SLC,29-JUL-07 05.43.00.000000000 PM AMERICA/LOS_ANGELES,1218,29-JUL-07 08.24.00.000000000 PM AMERICA/DENVER,1319,0,50
6922719,OO,LGB,SLC,29-JUL-07 06.45.00.000000000 AM AMERICA/LOS_ANGELES,560,29-JUL-07 09.41.00.000000000 AM AMERICA/DENVER,676,0,50
6922720,OO,SLC,DEN,29-JUL-07 11.07.00.000000000 AM AMERICA/DENVER,762,29-JUL-07 12.35.00.000000000 PM AMERICA/DENVER,850,0,50
6922724,OO,SLC,RDM,29-JUL-07 08.29.00.000000000 AM AMERICA/DENVER,604,29-JUL-07 09.07.00.000000000 AM AMERICA/LOS_ANGELES,702,0,50
6922736,OO,SLC,TUS,29-JUL-07 10.05.00.000000000 AM AMERICA/DENVER,700,29-JUL-07 10.59.00.000000000 AM US/ARIZONA,814,0,50
6923404,OO,TUL,ORD,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 07.51.00.000000000 AM AMERICA/CHICAGO,506,0,50
6923405,OO,DEN,DSM,29-JUL-07 03.54.00.000000000 PM AMERICA/DENVER,1049,29-JUL-07 06.35.00.000000000 PM AMERICA/CHICAGO,1150,0,70
6923406,OO,DSM,DEN,29-JUL-07 07.06.00.000000000 PM AMERICA/CHICAGO,1181,29-JUL-07 07.53.00.000000000 PM AMERICA/DENVER,1288,0,70
6923408,OO,FSD,ORD,29-JUL-07 10.19.00.000000000 AM AMERICA/CHICAGO,654,29-JUL-07 11.53.00.000000000 AM AMERICA/CHICAGO,748,0,70
6923416,OO,JAX,ORD,29-JUL-07 07.49.00.000000000 AM AMERICA/NEW_YORK,444,29-JUL-07 09.20.00.000000000 AM AMERICA/CHICAGO,595,0,70
6923417,OO,ORD,DAY,29-JUL-07 05.59.00.000000000 PM AMERICA/CHICAGO,1114,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,0,70
6923420,OO,ORD,BOI,29-JUL-07 10.20.00.000000000 AM AMERICA/CHICAGO,655,29-JUL-07 12.58.00.000000000 PM AMERICA/DENVER,873,0,70
6923424,OO,GJT,DEN,29-JUL-07 10.15.00.000000000 AM AMERICA/DENVER,710,29-JUL-07 11.11.00.000000000 AM AMERICA/DENVER,766,0,50
6923425,OO,ORD,COS,29-JUL-07 07.55.00.000000000 PM AMERICA/CHICAGO,1230,29-JUL-07 09.29.00.000000000 PM AMERICA/DENVER,1384,0,70
6923426,OO,SBA,DEN,29-JUL-07 06.00.00.000000000 AM AMERICA/LOS_ANGELES,515,29-JUL-07 09.21.00.000000000 AM AMERICA/DENVER,656,0,50
6923427,OO,LNK,ORD,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 07.33.00.000000000 AM AMERICA/CHICAGO,488,0,50
6923429,OO,COS,DEN,29-JUL-07 02.27.00.000000000 PM AMERICA/DENVER,962,29-JUL-07 03.08.00.000000000 PM AMERICA/DENVER,1003,0,50
6923430,OO,ORD,SGF,29-JUL-07 09.45.00.000000000 AM AMERICA/CHICAGO,620,29-JUL-07 11.21.00.000000000 AM AMERICA/CHICAGO,716,0,50
