,,,out,,,,,,
7042489,EV,VPS,ATL,29-JUL-07 05.55.00.000000000 AM AMERICA/CHICAGO,390,29-JUL-07 07.52.00.000000000 AM AMERICA/NEW_YORK,447,0,70
7036229,EV,BQK,ATL,29-JUL-07 05.35.00.000000000 PM AMERICA/NEW_YORK,1030,29-JUL-07 06.46.00.000000000 PM AMERICA/NEW_YORK,1101,0,50
7044040,EV,OAJ,ATL,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 08.38.00.000000000 AM AMERICA/NEW_YORK,493,0,40
7046089,EV,CID,ATL,29-JUL-07 12.10.00.000000000 PM AMERICA/CHICAGO,765,29-JUL-07 03.12.00.000000000 PM AMERICA/NEW_YORK,887,0,50
7046767,EV,ATL,BTV,29-JUL-07 06.12.00.000000000 PM AMERICA/NEW_YORK,1067,29-JUL-07 08.44.00.000000000 PM AMERICA/NEW_YORK,1219,0,50
7036176,EV,TUL,ATL,29-JUL-07 07.45.00.000000000 AM AMERICA/CHICAGO,500,29-JUL-07 10.49.00.000000000 AM AMERICA/NEW_YORK,624,0,50
7039815,EV,CRW,ATL,29-JUL-07 07.10.00.000000000 PM AMERICA/NEW_YORK,1125,29-JUL-07 08.38.00.000000000 PM AMERICA/NEW_YORK,1213,0,50
7043306,EV,ATL,HPN,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,29-JUL-07 10.57.00.000000000 PM AMERICA/NEW_YORK,1352,0,50
7043979,EV,MLU,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/CHICAGO,425,29-JUL-07 09.04.00.000000000 AM AMERICA/NEW_YORK,519,0,40
7040549,EV,FNT,ATL,29-JUL-07 01.04.00.000000000 PM AMERICA/NEW_YORK,759,29-JUL-07 03.23.00.000000000 PM AMERICA/NEW_YORK,898,0,50
7042305,EV,ATL,CHS,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,29-JUL-07 12.31.00.000000000 PM AMERICA/NEW_YORK,726,0,50
7037714,EV,AGS,ATL,29-JUL-07 04.46.00.000000000 PM AMERICA/NEW_YORK,981,29-JUL-07 05.54.00.000000000 PM AMERICA/NEW_YORK,1049,0,66
7046599,EV,ATL,GPT,29-JUL-07 12.57.00.000000000 PM AMERICA/NEW_YORK,752,29-JUL-07 01.20.00.000000000 PM AMERICA/CHICAGO,835,0,50
7046544,EV,GRR,ATL,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,0,50
7042334,EV,LIT,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/CHICAGO,485,29-JUL-07 10.11.00.000000000 AM AMERICA/NEW_YORK,586,0,50
7043010,EV,ATL,PHF,29-JUL-07 07.35.00.000000000 AM AMERICA/NEW_YORK,430,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,0,50
7038801,EV,ATL,MDW,29-JUL-07 01.15.00.000000000 PM AMERICA/NEW_YORK,770,29-JUL-07 02.10.00.000000000 PM AMERICA/CHICAGO,885,0,70
7040229,EV,MKE,ATL,29-JUL-07 11.30.00.000000000 AM AMERICA/CHICAGO,725,29-JUL-07 02.39.00.000000000 PM AMERICA/NEW_YORK,854,0,70
7036087,EV,ATL,ILG,29-JUL-07 02.55.00.000000000 PM AMERICA/NEW_YORK,870,29-JUL-07 05.00.00.000000000 PM AMERICA/NEW_YORK,995,0,50
7046625,EV,EVV,ATL,29-JUL-07 09.55.00.000000000 AM AMERICA/CHICAGO,630,29-JUL-07 12.17.00.000000000 PM AMERICA/NEW_YORK,712,0,50
7036017,EV,ATL,TUL,29-JUL-07 06.40.00.000000000 PM AMERICA/NEW_YORK,1095,29-JUL-07 07.36.00.000000000 PM AMERICA/CHICAGO,1211,0,50
7039665,EV,ATL,CRW,29-JUL-07 08.45.00.000000000 PM AMERICA/NEW_YORK,1220,29-JUL-07 10.15.00.000000000 PM AMERICA/NEW_YORK,1310,0,50
7039575,EV,EWN,ATL,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 05.53.00.000000000 PM AMERICA/NEW_YORK,1048,0,40
7040342,EV,FAY,ATL,29-JUL-07 06.57.00.000000000 PM AMERICA/NEW_YORK,1112,29-JUL-07 08.20.00.000000000 PM AMERICA/NEW_YORK,1195,0,50
7043225,EV,XNA,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 08.53.00.000000000 AM AMERICA/NEW_YORK,508,0,50
7043910,EV,ATL,SHV,29-JUL-07 02.00.00.000000000 PM AMERICA/NEW_YORK,815,29-JUL-07 02.38.00.000000000 PM AMERICA/CHICAGO,913,0,40
7041124,EV,ATL,CLE,29-JUL-07 12.48.00.000000000 PM AMERICA/NEW_YORK,743,29-JUL-07 02.32.00.000000000 PM AMERICA/NEW_YORK,847,0,70
7046155,EV,ATL,TOL,29-JUL-07 08.59.00.000000000 PM AMERICA/NEW_YORK,1234,29-JUL-07 10.42.00.000000000 PM AMERICA/NEW_YORK,1337,0,50
7037609,EV,ATL,CRP,29-JUL-07 01.35.00.000000000 PM AMERICA/NEW_YORK,790,29-JUL-07 02.57.00.000000000 PM AMERICA/CHICAGO,932,0,50
7052322,EV,IAH,ATL,29-JUL-07 10.18.00.000000000 AM AMERICA/CHICAGO,653,29-JUL-07 01.19.00.000000000 PM AMERICA/NEW_YORK,774,0,70
7088416,FL,ATL,TPA,29-JUL-07 07.10.00.000000000 PM AMERICA/NEW_YORK,1125,29-JUL-07 08.33.00.000000000 PM AMERICA/NEW_YORK,1208,0,137
7088420,FL,BMI,ATL,29-JUL-07 05.55.00.000000000 AM AMERICA/CHICAGO,390,29-JUL-07 08.37.00.000000000 AM AMERICA/NEW_YORK,492,0,117
7088421,FL,BMI,ATL,29-JUL-07 12.06.00.000000000 PM AMERICA/CHICAGO,761,29-JUL-07 02.48.00.000000000 PM AMERICA/NEW_YORK,863,0,117
7088425,FL,BOS,ATL,29-JUL-07 09.22.00.000000000 AM AMERICA/NEW_YORK,537,29-JUL-07 12.10.00.000000000 PM AMERICA/NEW_YORK,705,0,117
7088426,FL,BOS,ATL,29-JUL-07 01.50.00.000000000 PM AMERICA/NEW_YORK,805,29-JUL-07 04.38.00.000000000 PM AMERICA/NEW_YORK,973,0,117
7088427,FL,BOS,ATL,29-JUL-07 04.44.00.000000000 PM AMERICA/NEW_YORK,979,29-JUL-07 07.30.00.000000000 PM AMERICA/NEW_YORK,1145,0,137
7088429,FL,BOS,ATL,29-JUL-07 07.21.00.000000000 PM AMERICA/NEW_YORK,1136,29-JUL-07 10.09.00.000000000 PM AMERICA/NEW_YORK,1304,0,137
7088451,FL,BUF,ATL,29-JUL-07 10.54.00.000000000 AM AMERICA/NEW_YORK,629,29-JUL-07 12.59.00.000000000 PM AMERICA/NEW_YORK,754,0,117
7088546,FL,DEN,ATL,29-JUL-07 05.22.00.000000000 PM AMERICA/DENVER,1137,29-JUL-07 10.19.00.000000000 PM AMERICA/NEW_YORK,1314,0,137
7088547,FL,DFW,ATL,29-JUL-07 05.33.00.000000000 AM AMERICA/CHICAGO,368,29-JUL-07 08.34.00.000000000 AM AMERICA/NEW_YORK,489,0,117
7088551,FL,DFW,ATL,29-JUL-07 11.44.00.000000000 AM AMERICA/CHICAGO,739,29-JUL-07 02.46.00.000000000 PM AMERICA/NEW_YORK,861,0,137
7088553,FL,DFW,ATL,29-JUL-07 05.35.00.000000000 PM AMERICA/CHICAGO,1090,29-JUL-07 08.38.00.000000000 PM AMERICA/NEW_YORK,1213,0,137
7088554,FL,DFW,ATL,29-JUL-07 07.17.00.000000000 PM AMERICA/CHICAGO,1192,29-JUL-07 10.20.00.000000000 PM AMERICA/NEW_YORK,1315,0,117
7088561,FL,DTW,ATL,29-JUL-07 01.01.00.000000000 PM AMERICA/NEW_YORK,756,29-JUL-07 02.57.00.000000000 PM AMERICA/NEW_YORK,872,0,117
7088562,FL,DTW,ATL,29-JUL-07 06.37.00.000000000 PM AMERICA/NEW_YORK,1092,29-JUL-07 08.33.00.000000000 PM AMERICA/NEW_YORK,1208,0,117
7088565,FL,EWR,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 08.19.00.000000000 AM AMERICA/NEW_YORK,474,0,117
7088567,FL,EWR,ATL,29-JUL-07 12.11.00.000000000 PM AMERICA/NEW_YORK,706,29-JUL-07 02.31.00.000000000 PM AMERICA/NEW_YORK,846,0,117
7088568,FL,EWR,ATL,29-JUL-07 02.23.00.000000000 PM AMERICA/NEW_YORK,838,29-JUL-07 04.50.00.000000000 PM AMERICA/NEW_YORK,985,0,117
7088569,FL,EWR,ATL,29-JUL-07 04.31.00.000000000 PM AMERICA/NEW_YORK,966,29-JUL-07 06.57.00.000000000 PM AMERICA/NEW_YORK,1112,1,117
7088571,FL,FLL,ATL,29-JUL-07 05.38.00.000000000 AM AMERICA/NEW_YORK,313,29-JUL-07 07.29.00.000000000 AM AMERICA/NEW_YORK,424,0,117
7088578,FL,FLL,ATL,29-JUL-07 05.35.00.000000000 PM AMERICA/NEW_YORK,1030,29-JUL-07 07.26.00.000000000 PM AMERICA/NEW_YORK,1141,0,117
7088579,FL,FLL,ATL,29-JUL-07 06.42.00.000000000 PM AMERICA/NEW_YORK,1097,29-JUL-07 08.33.00.000000000 PM AMERICA/NEW_YORK,1208,0,137
7088459,FL,BWI,ATL,29-JUL-07 02.32.00.000000000 PM AMERICA/NEW_YORK,847,29-JUL-07 04.25.00.000000000 PM AMERICA/NEW_YORK,960,1,137
7088460,FL,BWI,ATL,29-JUL-07 05.37.00.000000000 PM AMERICA/NEW_YORK,1032,29-JUL-07 07.29.00.000000000 PM AMERICA/NEW_YORK,1144,0,117
7088594,FL,GPT,ATL,29-JUL-07 11.27.00.000000000 AM AMERICA/CHICAGO,722,29-JUL-07 01.43.00.000000000 PM AMERICA/NEW_YORK,798,0,117
7088595,FL,GPT,ATL,29-JUL-07 06.20.00.000000000 PM AMERICA/CHICAGO,1135,29-JUL-07 08.36.00.000000000 PM AMERICA/NEW_YORK,1211,0,117
7088599,FL,HOU,ATL,29-JUL-07 07.40.00.000000000 AM AMERICA/CHICAGO,495,29-JUL-07 10.38.00.000000000 AM AMERICA/NEW_YORK,613,0,117
7088601,FL,HOU,ATL,29-JUL-07 05.40.00.000000000 PM AMERICA/CHICAGO,1095,29-JUL-07 08.38.00.000000000 PM AMERICA/NEW_YORK,1213,0,117
7088605,FL,HPN,ATL,29-JUL-07 02.29.00.000000000 PM AMERICA/NEW_YORK,844,29-JUL-07 04.46.00.000000000 PM AMERICA/NEW_YORK,981,0,117
7088616,FL,IAD,ATL,29-JUL-07 08.28.00.000000000 PM AMERICA/NEW_YORK,1203,29-JUL-07 10.18.00.000000000 PM AMERICA/NEW_YORK,1313,1,117
7088620,FL,ICT,ATL,29-JUL-07 12.43.00.000000000 PM AMERICA/CHICAGO,798,29-JUL-07 03.47.00.000000000 PM AMERICA/NEW_YORK,922,0,117
7088622,FL,IND,ATL,29-JUL-07 05.55.00.000000000 AM AMERICA/NEW_YORK,330,29-JUL-07 07.25.00.000000000 AM AMERICA/NEW_YORK,420,0,137
7088735,FL,MDW,ATL,29-JUL-07 05.45.00.000000000 AM AMERICA/CHICAGO,380,29-JUL-07 08.31.00.000000000 AM AMERICA/NEW_YORK,486,0,137
7088737,FL,MDW,ATL,29-JUL-07 09.17.00.000000000 AM AMERICA/CHICAGO,592,29-JUL-07 12.09.00.000000000 PM AMERICA/NEW_YORK,704,0,117
7088739,FL,MDW,ATL,29-JUL-07 02.33.00.000000000 PM AMERICA/CHICAGO,908,29-JUL-07 05.19.00.000000000 PM AMERICA/NEW_YORK,1014,0,117
7088245,FL,ATL,HOU,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,29-JUL-07 09.18.00.000000000 PM AMERICA/CHICAGO,1313,0,117
7088246,FL,ATL,HOU,29-JUL-07 11.05.00.000000000 PM AMERICA/NEW_YORK,1360,30-JUL-07 12.11.00.000000000 AM AMERICA/CHICAGO,1486,0,117
7088252,FL,ATL,IAD,29-JUL-07 03.25.00.000000000 PM AMERICA/NEW_YORK,900,29-JUL-07 05.08.00.000000000 PM AMERICA/NEW_YORK,1003,0,117
7088255,FL,ATL,ICT,29-JUL-07 10.48.00.000000000 AM AMERICA/NEW_YORK,623,29-JUL-07 12.12.00.000000000 PM AMERICA/CHICAGO,767,0,117
7088256,FL,ATL,ICT,29-JUL-07 02.38.00.000000000 PM AMERICA/NEW_YORK,853,29-JUL-07 03.54.00.000000000 PM AMERICA/CHICAGO,989,0,117
7088257,FL,ATL,ICT,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,29-JUL-07 09.24.00.000000000 PM AMERICA/CHICAGO,1319,0,117
7088263,FL,ATL,JAX,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.16.00.000000000 AM AMERICA/NEW_YORK,531,0,117
7088266,FL,ATL,JAX,29-JUL-07 05.44.00.000000000 PM AMERICA/NEW_YORK,1039,29-JUL-07 06.55.00.000000000 PM AMERICA/NEW_YORK,1110,0,117
7088267,FL,ATL,JAX,29-JUL-07 08.01.00.000000000 PM AMERICA/NEW_YORK,1176,29-JUL-07 09.07.00.000000000 PM AMERICA/NEW_YORK,1242,0,117
7088268,FL,ATL,JAX,29-JUL-07 10.59.00.000000000 PM AMERICA/NEW_YORK,1354,29-JUL-07 11.58.00.000000000 PM AMERICA/NEW_YORK,1413,0,117
7088269,FL,ATL,LAS,29-JUL-07 09.15.00.000000000 AM AMERICA/NEW_YORK,530,29-JUL-07 10.27.00.000000000 AM AMERICA/LOS_ANGELES,782,0,137
7088271,FL,ATL,LAS,29-JUL-07 01.08.00.000000000 PM AMERICA/NEW_YORK,763,29-JUL-07 02.20.00.000000000 PM AMERICA/LOS_ANGELES,1015,0,137
7088273,FL,ATL,LAS,29-JUL-07 09.30.00.000000000 PM AMERICA/NEW_YORK,1265,29-JUL-07 10.42.00.000000000 PM AMERICA/LOS_ANGELES,1517,0,137
7088276,FL,ATL,LAX,29-JUL-07 12.30.00.000000000 PM AMERICA/NEW_YORK,725,29-JUL-07 02.14.00.000000000 PM AMERICA/LOS_ANGELES,1009,0,137
7088277,FL,ATL,LAX,29-JUL-07 05.05.00.000000000 PM AMERICA/NEW_YORK,1000,29-JUL-07 06.46.00.000000000 PM AMERICA/LOS_ANGELES,1281,0,137
7088282,FL,ATL,LGA,29-JUL-07 10.12.00.000000000 AM AMERICA/NEW_YORK,587,29-JUL-07 12.36.00.000000000 PM AMERICA/NEW_YORK,731,0,137
7088285,FL,ATL,LGA,29-JUL-07 02.04.00.000000000 PM AMERICA/NEW_YORK,819,29-JUL-07 04.14.00.000000000 PM AMERICA/NEW_YORK,949,0,137
7088331,FL,ATL,MLI,29-JUL-07 03.10.00.000000000 PM AMERICA/NEW_YORK,885,29-JUL-07 04.06.00.000000000 PM AMERICA/CHICAGO,1001,0,117
7088337,FL,ATL,MSP,29-JUL-07 11.10.00.000000000 PM AMERICA/NEW_YORK,1365,30-JUL-07 12.42.00.000000000 AM AMERICA/CHICAGO,1517,0,117
7088338,FL,ATL,MSY,29-JUL-07 08.05.00.000000000 AM AMERICA/NEW_YORK,460,29-JUL-07 08.31.00.000000000 AM AMERICA/CHICAGO,546,0,117
7088340,FL,ATL,MSY,29-JUL-07 02.36.00.000000000 PM AMERICA/NEW_YORK,851,29-JUL-07 03.04.00.000000000 PM AMERICA/CHICAGO,939,0,117
7088342,FL,ATL,MSY,29-JUL-07 05.13.00.000000000 PM AMERICA/NEW_YORK,1008,29-JUL-07 05.45.00.000000000 PM AMERICA/CHICAGO,1100,0,117
7088343,FL,ATL,MSY,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,29-JUL-07 08.36.00.000000000 PM AMERICA/CHICAGO,1271,0,117
7088346,FL,ATL,PBI,29-JUL-07 03.34.00.000000000 PM AMERICA/NEW_YORK,909,29-JUL-07 05.08.00.000000000 PM AMERICA/NEW_YORK,1003,0,117
7088160,FL,ATL,BMI,29-JUL-07 10.48.00.000000000 AM AMERICA/NEW_YORK,623,29-JUL-07 11.36.00.000000000 AM AMERICA/CHICAGO,731,0,117
7088161,FL,ATL,BMI,29-JUL-07 04.40.00.000000000 PM AMERICA/NEW_YORK,975,29-JUL-07 05.23.00.000000000 PM AMERICA/CHICAGO,1078,0,117
7088162,FL,ATL,BMI,29-JUL-07 09.25.00.000000000 PM AMERICA/NEW_YORK,1260,29-JUL-07 10.06.00.000000000 PM AMERICA/CHICAGO,1361,1,117
7088163,FL,ATL,BOS,29-JUL-07 07.05.00.000000000 AM AMERICA/NEW_YORK,400,29-JUL-07 09.33.00.000000000 AM AMERICA/NEW_YORK,548,0,117
7088169,FL,ATL,BUF,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,29-JUL-07 10.23.00.000000000 AM AMERICA/NEW_YORK,598,0,117
7088171,FL,ATL,BUF,29-JUL-07 03.58.00.000000000 PM AMERICA/NEW_YORK,933,29-JUL-07 05.57.00.000000000 PM AMERICA/NEW_YORK,1052,0,117
7088175,FL,ATL,BWI,29-JUL-07 03.07.00.000000000 PM AMERICA/NEW_YORK,882,29-JUL-07 04.54.00.000000000 PM AMERICA/NEW_YORK,989,0,117
7088177,FL,ATL,BWI,29-JUL-07 07.03.00.000000000 PM AMERICA/NEW_YORK,1118,29-JUL-07 08.52.00.000000000 PM AMERICA/NEW_YORK,1227,0,137
7088179,FL,ATL,BWI,29-JUL-07 11.05.00.000000000 PM AMERICA/NEW_YORK,1360,30-JUL-07 12.47.00.000000000 AM AMERICA/NEW_YORK,1462,0,117
7088184,FL,ATL,CHS,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 10.20.00.000000000 AM AMERICA/NEW_YORK,595,0,117
7088185,FL,ATL,CHS,29-JUL-07 02.27.00.000000000 PM AMERICA/NEW_YORK,842,29-JUL-07 03.37.00.000000000 PM AMERICA/NEW_YORK,912,0,117
7088189,FL,ATL,CLT,29-JUL-07 11.48.00.000000000 AM AMERICA/NEW_YORK,683,29-JUL-07 12.54.00.000000000 PM AMERICA/NEW_YORK,749,0,117
7088194,FL,ATL,DAY,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.40.00.000000000 AM AMERICA/NEW_YORK,555,0,117
7088196,FL,ATL,DAY,29-JUL-07 04.58.00.000000000 PM AMERICA/NEW_YORK,993,29-JUL-07 06.29.00.000000000 PM AMERICA/NEW_YORK,1084,0,117
7088844,FL,PNS,ATL,29-JUL-07 06.25.00.000000000 PM AMERICA/CHICAGO,1140,29-JUL-07 08.33.00.000000000 PM AMERICA/NEW_YORK,1208,1,117
7088852,FL,RDU,ATL,29-JUL-07 08.47.00.000000000 PM AMERICA/NEW_YORK,1222,29-JUL-07 10.10.00.000000000 PM AMERICA/NEW_YORK,1305,0,117
7088855,FL,RIC,ATL,29-JUL-07 01.18.00.000000000 PM AMERICA/NEW_YORK,773,29-JUL-07 02.59.00.000000000 PM AMERICA/NEW_YORK,874,0,117
7088757,FL,MEM,ATL,29-JUL-07 06.00.00.000000000 AM AMERICA/CHICAGO,395,29-JUL-07 08.14.00.000000000 AM AMERICA/NEW_YORK,469,0,117
7088766,FL,MIA,ATL,29-JUL-07 04.39.00.000000000 PM AMERICA/NEW_YORK,974,29-JUL-07 06.35.00.000000000 PM AMERICA/NEW_YORK,1090,0,117
7088768,FL,MKE,ATL,29-JUL-07 06.30.00.000000000 AM AMERICA/CHICAGO,425,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,0,137
7088770,FL,MKE,ATL,29-JUL-07 01.53.00.000000000 PM AMERICA/CHICAGO,868,29-JUL-07 04.52.00.000000000 PM AMERICA/NEW_YORK,987,0,117
7088856,FL,RIC,ATL,29-JUL-07 04.20.00.000000000 PM AMERICA/NEW_YORK,955,29-JUL-07 06.01.00.000000000 PM AMERICA/NEW_YORK,1056,0,117
7088866,FL,RSW,ATL,29-JUL-07 12.09.00.000000000 PM AMERICA/NEW_YORK,704,29-JUL-07 01.55.00.000000000 PM AMERICA/NEW_YORK,810,0,137
7088867,FL,RSW,ATL,29-JUL-07 03.38.00.000000000 PM AMERICA/NEW_YORK,913,29-JUL-07 05.24.00.000000000 PM AMERICA/NEW_YORK,1019,0,117
7088875,FL,SAN,ATL,29-JUL-07 09.15.00.000000000 PM AMERICA/LOS_ANGELES,1430,30-JUL-07 04.45.00.000000000 AM AMERICA/NEW_YORK,1700,0,137
7088881,FL,SEA,ATL,29-JUL-07 12.46.00.000000000 PM AMERICA/LOS_ANGELES,921,29-JUL-07 08.30.00.000000000 PM AMERICA/NEW_YORK,1205,0,137
7088882,FL,SEA,ATL,29-JUL-07 09.45.00.000000000 PM AMERICA/LOS_ANGELES,1460,30-JUL-07 05.29.00.000000000 AM AMERICA/NEW_YORK,1744,0,137
7088885,FL,SFO,ATL,29-JUL-07 12.35.00.000000000 PM AMERICA/LOS_ANGELES,910,29-JUL-07 08.24.00.000000000 PM AMERICA/NEW_YORK,1199,0,137
7088288,FL,ATL,LGA,29-JUL-07 07.50.00.000000000 PM AMERICA/NEW_YORK,1165,29-JUL-07 10.05.00.000000000 PM AMERICA/NEW_YORK,1300,1,117
7088289,FL,ATL,LGA,29-JUL-07 08.50.00.000000000 PM AMERICA/NEW_YORK,1225,29-JUL-07 11.02.00.000000000 PM AMERICA/NEW_YORK,1357,0,137
7088290,FL,ATL,MCI,29-JUL-07 08.00.00.000000000 AM AMERICA/NEW_YORK,455,29-JUL-07 09.05.00.000000000 AM AMERICA/CHICAGO,580,0,117
7088291,FL,ATL,MCI,29-JUL-07 10.45.00.000000000 AM AMERICA/NEW_YORK,620,29-JUL-07 11.53.00.000000000 AM AMERICA/CHICAGO,748,0,117
7088292,FL,ATL,MCI,29-JUL-07 11.59.00.000000000 AM AMERICA/NEW_YORK,694,29-JUL-07 01.15.00.000000000 PM AMERICA/CHICAGO,830,0,117
7088296,FL,ATL,MCO,29-JUL-07 07.06.00.000000000 AM AMERICA/NEW_YORK,401,29-JUL-07 08.24.00.000000000 AM AMERICA/NEW_YORK,479,0,117
7088300,FL,ATL,MCO,29-JUL-07 02.15.00.000000000 PM AMERICA/NEW_YORK,830,29-JUL-07 03.37.00.000000000 PM AMERICA/NEW_YORK,912,0,137
7088301,FL,ATL,MCO,29-JUL-07 02.50.00.000000000 PM AMERICA/NEW_YORK,865,29-JUL-07 04.14.00.000000000 PM AMERICA/NEW_YORK,949,0,117
7088303,FL,ATL,MCO,29-JUL-07 04.02.00.000000000 PM AMERICA/NEW_YORK,937,29-JUL-07 05.26.00.000000000 PM AMERICA/NEW_YORK,1021,0,117
7088304,FL,ATL,MCO,29-JUL-07 04.53.00.000000000 PM AMERICA/NEW_YORK,988,29-JUL-07 06.20.00.000000000 PM AMERICA/NEW_YORK,1075,0,137
7088306,FL,ATL,MCO,29-JUL-07 07.08.00.000000000 PM AMERICA/NEW_YORK,1123,29-JUL-07 08.34.00.000000000 PM AMERICA/NEW_YORK,1209,0,137
7088308,FL,ATL,MCO,29-JUL-07 10.55.00.000000000 PM AMERICA/NEW_YORK,1350,30-JUL-07 12.14.00.000000000 AM AMERICA/NEW_YORK,1429,0,117
7088311,FL,ATL,MDW,29-JUL-07 11.13.00.000000000 AM AMERICA/NEW_YORK,648,29-JUL-07 12.10.00.000000000 PM AMERICA/CHICAGO,765,0,137
7088316,FL,ATL,MDW,29-JUL-07 11.10.00.000000000 PM AMERICA/NEW_YORK,1365,29-JUL-07 11.57.00.000000000 PM AMERICA/CHICAGO,1472,0,137
7088319,FL,ATL,MEM,29-JUL-07 04.20.00.000000000 PM AMERICA/NEW_YORK,955,29-JUL-07 04.44.00.000000000 PM AMERICA/CHICAGO,1039,0,117
7088349,FL,ATL,PHF,29-JUL-07 03.39.00.000000000 PM AMERICA/NEW_YORK,914,29-JUL-07 05.10.00.000000000 PM AMERICA/NEW_YORK,1005,0,117
7088350,FL,ATL,PHF,29-JUL-07 08.10.00.000000000 PM AMERICA/NEW_YORK,1185,29-JUL-07 09.48.00.000000000 PM AMERICA/NEW_YORK,1283,0,117
7088352,FL,ATL,PHL,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 08.56.00.000000000 AM AMERICA/NEW_YORK,511,0,137
7088353,FL,ATL,PHL,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 11.12.00.000000000 AM AMERICA/NEW_YORK,647,0,117
7088354,FL,ATL,PHL,29-JUL-07 12.39.00.000000000 PM AMERICA/NEW_YORK,734,29-JUL-07 02.39.00.000000000 PM AMERICA/NEW_YORK,854,0,137
7088355,FL,ATL,PHL,29-JUL-07 02.36.00.000000000 PM AMERICA/NEW_YORK,851,29-JUL-07 04.37.00.000000000 PM AMERICA/NEW_YORK,972,0,137
7088357,FL,ATL,PHL,29-JUL-07 08.15.00.000000000 PM AMERICA/NEW_YORK,1190,29-JUL-07 10.20.00.000000000 PM AMERICA/NEW_YORK,1315,0,117
7088361,FL,ATL,PHX,29-JUL-07 09.25.00.000000000 PM AMERICA/NEW_YORK,1260,29-JUL-07 10.35.00.000000000 PM US/ARIZONA,1510,0,137
7088365,FL,ATL,PIT,29-JUL-07 08.05.00.000000000 PM AMERICA/NEW_YORK,1180,29-JUL-07 09.47.00.000000000 PM AMERICA/NEW_YORK,1282,0,117
7088367,FL,ATL,PNS,29-JUL-07 09.15.00.000000000 AM AMERICA/NEW_YORK,530,29-JUL-07 09.25.00.000000000 AM AMERICA/CHICAGO,600,0,117
7088370,FL,ATL,PNS,29-JUL-07 05.39.00.000000000 PM AMERICA/NEW_YORK,1034,29-JUL-07 05.54.00.000000000 PM AMERICA/CHICAGO,1109,1,117
7088323,FL,ATL,MIA,29-JUL-07 02.16.00.000000000 PM AMERICA/NEW_YORK,831,29-JUL-07 04.00.00.000000000 PM AMERICA/NEW_YORK,935,0,117
7088324,FL,ATL,MIA,29-JUL-07 04.28.00.000000000 PM AMERICA/NEW_YORK,963,29-JUL-07 06.18.00.000000000 PM AMERICA/NEW_YORK,1073,0,137
7088325,FL,ATL,MIA,29-JUL-07 09.15.00.000000000 PM AMERICA/NEW_YORK,1250,29-JUL-07 11.01.00.000000000 PM AMERICA/NEW_YORK,1356,0,117
7088326,FL,ATL,MKE,29-JUL-07 09.25.00.000000000 AM AMERICA/NEW_YORK,540,29-JUL-07 10.25.00.000000000 AM AMERICA/CHICAGO,660,0,117
7088330,FL,ATL,MLI,29-JUL-07 10.39.00.000000000 AM AMERICA/NEW_YORK,614,29-JUL-07 11.42.00.000000000 AM AMERICA/CHICAGO,737,0,117
7088779,FL,MLI,ATL,29-JUL-07 04.37.00.000000000 PM AMERICA/CHICAGO,1032,29-JUL-07 07.29.00.000000000 PM AMERICA/NEW_YORK,1144,0,117
7088780,FL,MSP,ATL,29-JUL-07 06.07.00.000000000 AM AMERICA/CHICAGO,402,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,0,117
7088790,FL,MSY,ATL,29-JUL-07 06.15.00.000000000 AM AMERICA/CHICAGO,410,29-JUL-07 08.38.00.000000000 AM AMERICA/NEW_YORK,493,0,117
7088794,FL,MSY,ATL,29-JUL-07 05.05.00.000000000 PM AMERICA/CHICAGO,1060,29-JUL-07 07.28.00.000000000 PM AMERICA/NEW_YORK,1143,0,117
